normalized_name,canonical_name,object_count_in_king_episodes,is_background_object,is_story_relevant_candidate
molten magma,Molten Magma,42,False,False
mug of mead,Mug Of Mead,42,False,False
twine,Twine,42,False,False
shuttered windows,Shuttered Windows,42,False,False
hair brush,Hair Brush,42,False,False
burrow,Burrow,42,False,False
worshipper,Worshipper,42,False,False
hammock,Hammock,42,False,False
roasting meat,Roasting Meat,42,False,False
drawbridge,Drawbridge,42,False,False
chimney,Chimney,42,False,False
remnants of campfires,Remnants Of Campfires,42,False,False
wood burning fire,Wood Burning Fire,42,False,False
tome,Tome,42,False,False
thorn bush,Thorn Bush,42,False,False
steel statue,Steel Statue,42,False,False
barrel,Barrel,42,False,False
work of art,Work Of Art,42,False,False
shutter,Shutter,42,False,False
small decrepit graveyard,Small Decrepit Graveyard,42,False,False
prayer book,Prayer Book,41,False,True
sweetmeat,Sweetmeat,41,False,False
giant withered oak tree,Giant Withered Oak Tree,41,False,False
old broom,Old Broom,41,False,False
rotting wooden fence,Rotting Wooden Fence,41,False,False
lush green vegetation,Lush Green Vegetation,41,False,False
dead king's crown,Dead King'S Crown,40,False,True
tray,Tray,40,False,False
wood is gathered to make fire,Wood Is Gathered To Make Fire,40,False,False
rough clothing,Rough Clothing,40,False,False
daggers,Daggers,40,False,False
jewels,Jewels,39,False,True
farming equipment,Farming Equipment,39,False,False
fruit,Fruit,39,False,False
cushion,Cushion,39,False,False
stalactite,Stalactite,38,False,False
candy,Candy,38,False,False
ornate throne,Ornate Throne,38,False,True
skull,Skull,37,False,False
lilypad,Lilypad,37,False,False
roof,Roof,37,False,False
sorcerer's orb,Sorcerer'S Orb,36,False,False
plant-life,Plant-Life,36,False,False
expensive pillow,Expensive Pillow,34,False,False
empty coin bag,Empty Coin Bag,34,False,True
cup,Cup,34,False,False
bowl of fruit,Bowl Of Fruit,33,False,False
coconut,Coconut,33,False,False
compass,Compass,33,False,False
black rock,Black Rock,32,False,False
grey stone,Grey Stone,32,False,False
fabric,Fabric,32,False,False
firewood,Firewood,32,False,False
grassland,Grassland,32,False,False
bird,Bird,32,False,False
crystal ball,Crystal Ball,31,False,False
baskets of freshly-caught fish,Baskets Of Freshly-Caught Fish,31,False,False
spellbook,Spellbook,31,False,False
copper,Copper,31,False,False
outside castle,Outside Castle,31,False,False
name placard,Name Placard,30,False,False
paint,Paint,30,False,False
round table,Round Table,29,False,False
magelight,Magelight,29,False,False
history,History,29,False,False
cement,Cement,29,False,False
doghouse,Doghouse,29,False,False
village,Village,29,False,False
staff,Staff,29,False,False
giant club,Giant Club,29,False,False
rusted helmet,Rusted Helmet,28,False,False
marble,Marble,28,False,False
seaweed,Seaweed,28,False,False
face,Face,28,False,False
crystal blue sky,Crystal Blue Sky,28,False,False
sandstone,Sandstone,28,False,False
shack,Shack,28,False,False
hooks,Hooks,28,False,False
portal for evil to access,Portal For Evil To Access,28,False,False
sedimentary rock,Sedimentary Rock,28,False,False
latch,Latch,28,False,False
pool,Pool,28,False,False
desert,Desert,28,False,False
jungle floor,Jungle Floor,28,False,False
mess of vines,Mess Of Vines,28,False,False
simple wooden table,Simple Wooden Table,28,False,False
single shelf,Single Shelf,28,False,False
squat chair with a high back,Squat Chair With A High Back,28,False,False
hole,Hole,28,False,False
ornate statue,Ornate Statue,28,False,False
kindgdom's desert,Kindgdom'S Desert,28,False,False
huge statue,Huge Statue,28,False,False
green shrubbery,Green Shrubbery,28,False,False
carpet piece,Carpet Piece,28,False,False
trap,Trap,28,False,False
dirty rug,Dirty Rug,28,False,False
wing,Wing,28,False,False
leg,Leg,28,False,False
earth,Earth,28,False,False
torture rack,Torture Rack,28,False,False
hut,Hut,28,False,False
bar stool,Bar Stool,28,False,False
large ladle,Large Ladle,28,False,False
guards toilet basin,Guards Toilet Basin,28,False,False
firewood for the fireplace,Firewood For The Fireplace,28,False,False
pole,Pole,28,False,False
bead,Bead,28,False,False
fishing ships,Fishing Ships,28,False,False
broken tool,Broken Tool,28,False,False
wooden boat part,Wooden Boat Part,28,False,False
cobblestone,Cobblestone,28,False,False
street,Street,28,False,False
pile of treasure,Pile Of Treasure,28,False,True
clear air,Clear Air,28,False,False
land,Land,28,False,False
gurgling water,Gurgling Water,28,False,False
puddle of water,Puddle Of Water,28,False,False
spare bowstring,Spare Bowstring,28,False,False
green jungle,Green Jungle,28,False,False
medicine,Medicine,28,False,False
inkwell,Inkwell,28,False,False
riverbank,Riverbank,28,False,False
treehouse,Treehouse,28,False,False
cooking instruments of every type,Cooking Instruments Of Every Type,28,False,False
washing board,Washing Board,28,False,False
golden accent,Golden Accent,28,False,False
red curtain,Red Curtain,28,False,False
stone craving,Stone Craving,28,False,False
cooking instrument,Cooking Instrument,28,False,False
buildings,Buildings,28,False,False
huge oven,Huge Oven,28,False,False
bell tower,Bell Tower,28,False,False
mining cart,Mining Cart,28,False,False
machinery,Machinery,28,False,False
cobweb,Cobweb,28,False,False
rock wall,Rock Wall,28,False,False
old machinery,Old Machinery,28,False,False
vest,Vest,28,False,False
path to the old mine,Path To The Old Mine,28,False,False
ingredient,Ingredient,28,False,False
velvet seat,Velvet Seat,28,False,False
serving platter,Serving Platter,28,False,False
den,Den,28,False,False
tack room,Tack Room,28,False,False
long skinny tree,Long Skinny Tree,28,False,False
baptism pool,Baptism Pool,28,False,False
ropes,Ropes,28,False,False
small door,Small Door,28,False,False
mine cart,Mine Cart,28,False,False
timber,Timber,28,False,False
block,Block,28,False,False
open plain,Open Plain,28,False,False
toy,Toy,28,False,False
pick,Pick,28,False,False
block and tackle,Block And Tackle,28,False,False
straps,Straps,28,False,False
tables,Tables,28,False,False
igneous rock,Igneous Rock,28,False,False
advertisement,Advertisement,28,False,False
market stand,Market Stand,28,False,False
news of the kingdom,News Of The Kingdom,28,False,False
secret,Secret,28,False,False
cells,Cells,28,False,False
water tower,Water Tower,28,False,False
broom,Broom,27,False,False
metal fitting,Metal Fitting,27,False,False
out house,Out House,27,False,False
guards armor,Guards Armor,27,False,True
pedestal,Pedestal,26,False,False
cage,Cage,25,False,False
duster,Duster,25,False,False
broken lantern,Broken Lantern,25,False,False
murky dark water,Murky Dark Water,24,False,False
entire castle,Entire Castle,24,False,False
summer sun,Summer Sun,24,False,False
thick mud,Thick Mud,24,False,False
cigar,Cigar,24,False,False
sail,Sail,24,False,False
enchanted torch,Enchanted Torch,24,False,False
mudpit,Mudpit,24,False,False
banana,Banana,23,False,False
fishing rod,Fishing Rod,23,False,False
scuba gear,Scuba Gear,23,False,False
magic book,Magic Book,23,False,True
slime,Slime,22,False,False
witches broom,Witches Broom,22,False,False
chasim,Chasim,22,False,False
blacksmith's hammer,Blacksmith'S Hammer,22,False,False
kettle,Kettle,21,False,False
branches,Branches,21,False,False
beer,Beer,21,False,False
porcelain vase,Porcelain Vase,21,False,False
rotted wood timber,Rotted Wood Timber,21,False,False
citrus fruit,Citrus Fruit,20,False,False
pickaxe,Pickaxe,20,False,False
crab,Crab,20,False,False
cuff,Cuff,20,False,False
basin for water,Basin For Water,20,False,False
body parts,Body Parts,19,False,False
bowl,Bowl,19,False,False
ritual dagger,Ritual Dagger,19,False,True
nests,Nests,19,False,False
ink,Ink,19,False,False
ink jar,Ink Jar,18,False,False
wand,Wand,18,False,False
wall hanging,Wall Hanging,18,False,False
ancient magical crystal that was found in the heart of a mystical dragon,Ancient Magical Crystal That Was Found In The Heart Of A Mystical Dragon,18,False,False
glitter,Glitter,18,False,False
painting and work of art,Painting And Work Of Art,18,False,False
feather fountain pen,Feather Fountain Pen,17,False,False
sceptre,Sceptre,17,False,False
dusty books and scrolls,Dusty Books And Scrolls,17,False,False
hoe,Hoe,17,False,False
store,Store,16,False,False
lyre,Lyre,16,False,False
globe,Globe,16,False,False
root,Root,16,False,False
carcass,Carcass,16,False,False
business,Business,16,False,False
bouzoukis,Bouzoukis,16,False,False
dragon toe nail,Dragon Toe Nail,15,False,False
cutting board,Cutting Board,15,False,False
pic axe,Pic Axe,15,False,False
pitch pipe,Pitch Pipe,15,False,False
old prayer books,Old Prayer Books,15,False,False
bookshelf,Bookshelf,15,False,False
trash bin,Trash Bin,15,False,False
hoe for digging,Hoe For Digging,15,False,False
trapdoor,Trapdoor,14,False,False
pitcher of water,Pitcher Of Water,14,False,False
golden plate,Golden Plate,14,False,False
ornate altar,Ornate Altar,14,False,False
roaring fire,Roaring Fire,14,False,False
bee hive,Bee Hive,14,False,False
ore,Ore,14,False,False
candle holder,Candle Holder,14,False,False
drawbridge to the castle,Drawbridge To The Castle,14,False,False
small table with a candle,Small Table With A Candle,14,False,False
wooden door,Wooden Door,14,False,False
heavy lock,Heavy Lock,14,False,False
green grass,Green Grass,14,False,False
animal skin,Animal Skin,14,False,False
coral pearl and seashells,Coral Pearl And Seashells,14,False,False
item,Item,14,False,False
campfire,Campfire,14,False,False
tent,Tent,14,False,False
simple wooden bucket for holding umbrellas walking sticks and etc,Simple Wooden Bucket For Holding Umbrellas Walking Sticks And Etc,14,False,False
screen,Screen,14,False,False
pitch fork,Pitch Fork,14,False,False
wooden bench,Wooden Bench,14,False,False
rare wood from a tree that doesn't exist anymore,Rare Wood From A Tree That Doesn'T Exist Anymore,14,False,False
outside temple,Outside Temple,14,False,False
mushroom,Mushroom,14,False,False
cell phone,Cell Phone,14,False,False
white cloth,White Cloth,14,False,False
horseshoe,Horseshoe,14,False,False
bibles,Bibles,14,False,False
stained glass art of old,Stained Glass Art Of Old,14,False,False
high grass,High Grass,14,False,False
small burning candle,Small Burning Candle,14,False,False
old wooden table,Old Wooden Table,14,False,False
water pail,Water Pail,14,False,False
thick blue ice,Thick Blue Ice,14,False,False
stand,Stand,14,False,False
computer,Computer,14,False,False
coin pouch,Coin Pouch,14,False,True
sail cloth,Sail Cloth,14,False,False
large oak tree,Large Oak Tree,14,False,False
letter,Letter,14,False,True
money register,Money Register,14,False,False
talisman,Talisman,14,False,False
ware,Ware,14,False,False
old bicycle,Old Bicycle,14,False,False
dense fog,Dense Fog,14,False,False
mats on the ground,Mats On The Ground,14,False,False
giant golden buddha,Giant Golden Buddha,14,False,False
decaying fallen tree,Decaying Fallen Tree,14,False,False
dead body,Dead Body,14,False,False
chunks of raw meat,Chunks Of Raw Meat,14,False,False
axes,Axes,14,False,False
pool of blood,Pool Of Blood,14,False,False
graveyard,Graveyard,14,False,False
uncomfortable bed,Uncomfortable Bed,14,False,False
other tools,Other Tools,14,False,False
long wooden table,Long Wooden Table,14,False,False
amethyst,Amethyst,14,False,False
baptismal,Baptismal,14,False,False
spider,Spider,14,False,False
barn,Barn,14,False,False
dune,Dune,14,False,False
small wooden structure,Small Wooden Structure,14,False,False
wood flooring,Wood Flooring,14,False,False
80-foot tall bronze statue of a 8 legged goddess,80-Foot Tall Bronze Statue Of A 8 Legged Goddess,14,False,False
general store,General Store,14,False,False
candy shop,Candy Shop,14,False,False
food trough,Food Trough,14,False,False
stone oven,Stone Oven,14,False,False
counter,Counter,14,False,False
cupboard,Cupboard,14,False,False
salt,Salt,14,False,False
clinging vine,Clinging Vine,14,False,False
set,Set,14,False,False
kneeler,Kneeler,14,False,False
back row seat,Back Row Seat,14,False,False
stained wooden troughs,Stained Wooden Troughs,14,False,False
old sun-bleached sailcloth,Old Sun-Bleached Sailcloth,14,False,False
empty fish tank,Empty Fish Tank,14,False,False
piece of old sun-bleached sailcloth,Piece Of Old Sun-Bleached Sailcloth,14,False,False
door to the shack,Door To The Shack,14,False,False
shingle,Shingle,14,False,False
front porch,Front Porch,14,False,False
mold,Mold,14,False,False
costumes,Costumes,14,False,False
sliding panel,Sliding Panel,14,False,False
large table,Large Table,14,False,False
black soil,Black Soil,14,False,False
vulture,Vulture,14,False,False
shelter,Shelter,14,False,False
wooden bed,Wooden Bed,14,False,False
worn quilt,Worn Quilt,14,False,False
dresser,Dresser,14,False,False
woven blue rug,Woven Blue Rug,14,False,False
fly,Fly,14,False,False
leaking roof,Leaking Roof,14,False,False
beach house,Beach House,14,False,False
it's door,It'S Door,14,False,False
small crucifix,Small Crucifix,14,False,False
jug of water,Jug Of Water,14,False,False
ornate desk,Ornate Desk,14,False,False
writing desk,Writing Desk,14,False,False
broken glass,Broken Glass,14,False,False
roof of the shack,Roof Of The Shack,14,False,False
bottles,Bottles,14,False,False
feed,Feed,14,False,False
merchandise,Merchandise,14,False,False
well-equipped kitchen,Well-Equipped Kitchen,14,False,False
bar counter,Bar Counter,14,False,False
open grave,Open Grave,14,False,False
tile,Tile,14,False,False
door frame,Door Frame,14,False,False
bassinet,Bassinet,14,False,False
little wooden stools,Little Wooden Stools,14,False,False
gear,Gear,14,False,False
clearing,Clearing,14,False,False
large ornate carpet,Large Ornate Carpet,14,False,False
bottle of sacramental wine,Bottle Of Sacramental Wine,14,False,False
bookshelves,Bookshelves,14,False,False
small vine,Small Vine,14,False,False
elderberry,Elderberry,14,False,False
hitching post,Hitching Post,14,False,False
soul,Soul,14,False,False
jukebox,Jukebox,14,False,False
sconces,Sconces,14,False,False
tooth,Tooth,14,False,False
holy water,Holy Water,14,False,False
drawing,Drawing,14,False,False
dusty rug,Dusty Rug,14,False,False
sand dune,Sand Dune,14,False,False
towering mesa,Towering Mesa,14,False,False
illustration,Illustration,14,False,False
research,Research,14,False,False
lab,Lab,14,False,False
discarded sword,Discarded Sword,14,False,True
vial,Vial,14,False,False
sink,Sink,14,False,False
refrigerator,Refrigerator,14,False,False
supply,Supply,14,False,False
bed pan,Bed Pan,14,False,False
tunnel,Tunnel,14,False,False
cot,Cot,14,False,False
pit of quicksand,Pit Of Quicksand,14,False,False
swamp flower,Swamp Flower,14,False,False
fire-starting item,Fire-Starting Item,13,False,False
empty gruel bowl,Empty Gruel Bowl,13,False,False
old bible,Old Bible,13,False,False
cane,Cane,13,False,False
coinpurse,Coinpurse,13,False,False
bait buckets,Bait Buckets,12,False,False
pot for cooking,Pot For Cooking,12,False,False
fossil,Fossil,12,False,False
coins,Coins,12,False,True
wizard book,Wizard Book,12,False,True
rosary,Rosary,12,False,False
large table with an ordinate cushion for the king's crown,Large Table With An Ordinate Cushion For The King'S Crown,12,False,True
shirt,Shirt,12,False,False
potato,Potato,11,False,False
writing paper,Writing Paper,11,False,False
vegetation,Vegetation,11,False,False
bag of herbs,Bag Of Herbs,11,False,False
potion supplies,Potion Supplies,11,False,True
hard wooden chair under the eaves,Hard Wooden Chair Under The Eaves,11,False,False
metal bucket,Metal Bucket,10,False,False
algae,Algae,10,False,False
tropical birds,Tropical Birds,9,False,False
chisel,Chisel,9,False,False
leech,Leech,8,False,False
cash box,Cash Box,8,False,False
cargo,Cargo,8,False,False
family photo,Family Photo,8,False,False
pitchforks and scythes,Pitchforks And Scythes,8,False,False
purse,Purse,7,False,False
medallion,Medallion,7,False,False
silver incense burner,Silver Incense Burner,7,False,False
puppet,Puppet,7,False,False
hymn book,Hymn Book,7,False,True
harp,Harp,7,False,False
paintbrush,Paintbrush,6,False,False
small metal bucket,Small Metal Bucket,6,False,False
skillet,Skillet,6,False,False
dandelion,Dandelion,6,False,False
fishing hook,Fishing Hook,6,False,False
coal,Coal,6,False,False
diary,Diary,5,False,False
lye soap,Lye Soap,5,False,False
old weapons,Old Weapons,5,False,False
family heirloom,Family Heirloom,5,False,False
canopy,Canopy,5,False,False
jug that holds the wine the servants fill glasses with,Jug That Holds The Wine The Servants Fill Glasses With,5,False,False
foliage,Foliage,5,False,False
cheese,Cheese,4,False,False
boot,Boot,4,False,False
suitcase,Suitcase,4,False,False
notebook,Notebook,4,False,False
bottle,Bottle,4,False,False
cursed amulet,Cursed Amulet,4,False,False
ritual knife,Ritual Knife,4,False,True
plyers,Plyers,4,False,False
apron,Apron,3,False,False
icicle,Icicle,3,False,False
tunic,Tunic,3,False,False
grog,Grog,3,False,False
feather,Feather,3,False,False
stone used is ancient and antique with a shiny gloss of silver,Stone Used Is Ancient And Antique With A Shiny Gloss Of Silver,3,False,False
scrolls,Scrolls,2,False,False
pitcher,Pitcher,2,False,False
message in a bottle,Message In A Bottle,2,False,False
guitars,Guitars,2,False,False
charcoal,Charcoal,2,False,False
sewing supplies,Sewing Supplies,2,False,False
ale bottle,Ale Bottle,2,False,False
poison,Poison,2,False,False
bread,Bread,1,False,False
sliverware,Sliverware,1,False,False
sandal,Sandal,1,False,False
ring,Ring,1,False,True
food item,Food Item,1,False,False
handkerchief,Handkerchief,1,False,False
small sachel,Small Sachel,1,False,False
broken fishing pole,Broken Fishing Pole,1,False,False
satchel,Satchel,1,False,False
uniform,Uniform,1,False,False
flask,Flask,1,False,False
rope belt,Rope Belt,1,False,False
