utterance_id,character_id,mentioned_name,mention_count,episode_id,turn_index,is_target_agent_mention
utt__train_ep_003219__009,char__servant,servant,1,train_ep_003219,9,False
utt__train_ep_003219__012,char__guest,guest,1,train_ep_003219,12,False
utt__train_ep_003347__001,char__father,father,1,train_ep_003347,1,False
utt__train_ep_003347__001,char__woman,woman,2,train_ep_003347,1,False
utt__train_ep_003347__001,char__mother,mother,1,train_ep_003347,1,False
utt__train_ep_003347__003,char__mother,mother,1,train_ep_003347,3,False
utt__train_ep_003347__005,char__princess,princess,1,train_ep_003347,5,False
utt__train_ep_003347__005,char__king,king,1,train_ep_003347,5,True
utt__train_ep_003347__006,char__guards,guards,1,train_ep_003347,6,False
utt__train_ep_003347__006,char__king,king,1,train_ep_003347,6,True
utt__train_ep_003347__006,char__queen,queen,1,train_ep_003347,6,False
utt__train_ep_003347__007,char__wife,wife,1,train_ep_003347,7,False
utt__train_ep_003347__008,char__army,army,2,train_ep_003347,8,False
utt__train_ep_003347__009,char__father,father,1,train_ep_003347,9,False
utt__train_ep_003347__010,char__army,army,1,train_ep_003347,10,False
utt__train_ep_003347__011,char__father,father,1,train_ep_003347,11,False
utt__train_ep_003347__013,char__man,man,1,train_ep_003347,13,False
utt__train_ep_003347__013,char__wizard,wizard,1,train_ep_003347,13,False
utt__train_ep_003404__000,char__guard,guard,1,train_ep_003404,0,False
utt__train_ep_003404__002,char__guard,guard,1,train_ep_003404,2,False
utt__train_ep_003404__003,char__king,king,1,train_ep_003404,3,True
utt__train_ep_003404__003,char__friend,friend,1,train_ep_003404,3,False
utt__train_ep_003404__004,char__friends,friends,1,train_ep_003404,4,False
utt__train_ep_003404__006,char__lord,lord,1,train_ep_003404,6,False
utt__train_ep_003404__007,char__royal_guard,royal guard,1,train_ep_003404,7,False
utt__train_ep_003404__007,char__royal,royal,1,train_ep_003404,7,False
utt__train_ep_003404__007,char__guard,guard,1,train_ep_003404,7,False
utt__train_ep_003404__009,char__groom,groom,1,train_ep_003404,9,False
utt__train_ep_003404__009,char__horse,horse,1,train_ep_003404,9,False
utt__train_ep_003404__013,char__priest,priest,1,train_ep_003404,13,False
utt__train_ep_003405__002,char__soldiers,soldiers,1,train_ep_003405,2,False
utt__train_ep_003405__006,char__king,king,1,train_ep_003405,6,True
utt__train_ep_003412__001,char__royal,royal,1,train_ep_003412,1,False
utt__train_ep_003412__001,char__servant,servant,1,train_ep_003412,1,False
utt__train_ep_003412__002,char__knight,knight,1,train_ep_003412,2,False
utt__train_ep_003412__003,char__queen,queen,1,train_ep_003412,3,False
utt__train_ep_003412__005,char__battle,battle,1,train_ep_003412,5,False
utt__train_ep_003412__005,char__faerie,faerie,1,train_ep_003412,5,False
utt__train_ep_003412__006,char__man,man,1,train_ep_003412,6,False
utt__train_ep_003412__008,char__brother,brother,1,train_ep_003412,8,False
utt__train_ep_003412__010,char__fool,fool,1,train_ep_003412,10,False
utt__train_ep_003412__011,char__king,king,1,train_ep_003412,11,True
utt__train_ep_003412__011,char__queen,queen,1,train_ep_003412,11,False
utt__train_ep_003412__013,char__king,king,1,train_ep_003412,13,True
utt__train_ep_003424__003,char__king,king,1,train_ep_003424,3,True
utt__train_ep_003424__004,char__queen,queen,1,train_ep_003424,4,False
utt__train_ep_003424__005,char__queen,queen,1,train_ep_003424,5,False
utt__train_ep_003424__005,char__wall,wall,1,train_ep_003424,5,False
utt__train_ep_003424__009,char__fool,fool,1,train_ep_003424,9,False
utt__train_ep_003424__011,char__enemy,enemy,1,train_ep_003424,11,False
utt__train_ep_003424__013,char__light,light,1,train_ep_003424,13,False
utt__train_ep_003530__001,char__chef,chef,1,train_ep_003530,1,False
utt__train_ep_003530__002,char__chef,chef,1,train_ep_003530,2,False
utt__train_ep_003530__004,char__chef,chef,1,train_ep_003530,4,False
utt__train_ep_003530__012,char__king,king,1,train_ep_003530,12,True
utt__train_ep_003532__000,char__king,king,1,train_ep_003532,0,True
utt__train_ep_003532__001,char__debtor,debtor,1,train_ep_003532,1,False
utt__train_ep_003532__005,char__king_s_guard,king's guard,1,train_ep_003532,5,False
utt__train_ep_003532__005,char__guard,guard,1,train_ep_003532,5,False
utt__train_ep_003532__007,char__young_man,young man,1,train_ep_003532,7,False
utt__train_ep_003532__007,char__man,man,1,train_ep_003532,7,False
utt__train_ep_003532__007,char__slave,slave,1,train_ep_003532,7,False
utt__train_ep_003532__009,char__young_man,young man,1,train_ep_003532,9,False
utt__train_ep_003532__009,char__man,man,1,train_ep_003532,9,False
utt__train_ep_003532__009,char__thing,thing,1,train_ep_003532,9,False
utt__train_ep_003532__009,char__light,light,1,train_ep_003532,9,False
utt__train_ep_003532__009,char__slave,slave,1,train_ep_003532,9,False
utt__train_ep_003532__010,char__children,children,1,train_ep_003532,10,False
utt__train_ep_003581__000,char__brother,brother,1,train_ep_003581,0,False
utt__train_ep_003581__006,char__thing,thing,1,train_ep_003581,6,False
utt__train_ep_003581__009,char__father,father,1,train_ep_003581,9,False
utt__train_ep_003581__010,char__father,father,1,train_ep_003581,10,False
utt__train_ep_003581__011,char__father,father,1,train_ep_003581,11,False
utt__train_ep_003604__000,char__trader,trader,1,train_ep_003604,0,False
utt__train_ep_003604__011,char__beaver,beaver,1,train_ep_003604,11,False
utt__train_ep_003605__000,char__servant,servant,1,train_ep_003605,0,False
utt__train_ep_003605__004,char__servant,servant,1,train_ep_003605,4,False
utt__train_ep_003605__007,char__servant,servant,1,train_ep_003605,7,False
utt__train_ep_003605__011,char__king,king,1,train_ep_003605,11,True
utt__train_ep_003605__011,char__peasant,peasant,1,train_ep_003605,11,False
utt__train_ep_003607__000,char__gardener,gardener,1,train_ep_003607,0,False
utt__train_ep_003607__004,char__servant,servant,1,train_ep_003607,4,False
utt__train_ep_003607__009,char__god,god,1,train_ep_003607,9,False
utt__train_ep_003613__001,char__king,king,1,train_ep_003613,1,True
utt__train_ep_003616__001,char__friend,friend,1,train_ep_003616,1,False
utt__train_ep_003616__002,char__queen,queen,1,train_ep_003616,2,False
utt__train_ep_003616__003,char__queen,queen,1,train_ep_003616,3,False
utt__train_ep_003616__005,char__doctor,doctor,1,train_ep_003616,5,False
utt__train_ep_003616__007,char__fighter,fighter,1,train_ep_003616,7,False
utt__train_ep_003616__007,char__people,people,1,train_ep_003616,7,False
utt__train_ep_003616__008,char__high_priest,high priest,1,train_ep_003616,8,False
utt__train_ep_003616__008,char__priest,priest,1,train_ep_003616,8,False
utt__train_ep_003616__010,char__queen_s,queen's,1,train_ep_003616,10,False
utt__train_ep_003616__011,char__queen,queen,1,train_ep_003616,11,False
utt__train_ep_003616__012,char__chef,chef,1,train_ep_003616,12,False
utt__train_ep_003616__013,char__pheasant,pheasant,1,train_ep_003616,13,False
utt__train_ep_003630__004,char__king,king,1,train_ep_003630,4,True
utt__train_ep_003630__007,char__people,people,1,train_ep_003630,7,False
utt__train_ep_003630__011,char__people,people,1,train_ep_003630,11,False
utt__train_ep_003630__012,char__people,people,1,train_ep_003630,12,False
utt__train_ep_003643__000,char__king,king,1,train_ep_003643,0,True
utt__train_ep_003643__001,char__guard,guard,1,train_ep_003643,1,False
utt__train_ep_003643__001,char__royal,royal,1,train_ep_003643,1,False
utt__train_ep_003643__004,char__general,general,1,train_ep_003643,4,False
utt__train_ep_003643__004,char__king,king,1,train_ep_003643,4,True
utt__train_ep_003643__005,char__general,general,1,train_ep_003643,5,False
utt__train_ep_003694__000,char__king,king,1,train_ep_003694,0,True
utt__train_ep_003694__001,char__king,king,1,train_ep_003694,1,True
utt__train_ep_003694__002,char__son,son,1,train_ep_003694,2,False
utt__train_ep_003694__003,char__guard,guard,1,train_ep_003694,3,False
utt__train_ep_003694__003,char__lord,lord,1,train_ep_003694,3,False
utt__train_ep_003694__004,char__king,king,1,train_ep_003694,4,True
utt__train_ep_003694__005,char__noble,noble,1,train_ep_003694,5,False
utt__train_ep_003694__005,char__lord,lord,1,train_ep_003694,5,False
utt__train_ep_003694__008,char__thief,thief,1,train_ep_003694,8,False
utt__train_ep_003694__009,char__guards,guards,1,train_ep_003694,9,False
utt__train_ep_003694__009,char__man,man,1,train_ep_003694,9,False
utt__train_ep_003694__009,char__king,king,2,train_ep_003694,9,True
utt__train_ep_003694__010,char__king,king,1,train_ep_003694,10,True
utt__train_ep_003694__011,char__family,family,1,train_ep_003694,11,False
utt__train_ep_003694__011,char__guards,guards,1,train_ep_003694,11,False
utt__train_ep_003694__013,char__guards,guards,1,train_ep_003694,13,False
utt__train_ep_003699__001,char__children,children,1,train_ep_003699,1,False
utt__train_ep_003699__002,char__army,army,1,train_ep_003699,2,False
utt__train_ep_003699__003,char__king,king,1,train_ep_003699,3,True
utt__train_ep_003699__004,char__daughter,daughter,1,train_ep_003699,4,False
utt__train_ep_003699__005,char__son,son,1,train_ep_003699,5,False
utt__train_ep_003699__005,char__army,army,1,train_ep_003699,5,False
utt__train_ep_003699__005,char__people,people,1,train_ep_003699,5,False
utt__train_ep_003699__009,char__kings,kings,1,train_ep_003699,9,False
utt__train_ep_003699__011,char__footman,footman,1,train_ep_003699,11,False
utt__train_ep_003699__013,char__guard,guard,1,train_ep_003699,13,False
utt__train_ep_003699__013,char__sons,sons,1,train_ep_003699,13,False
utt__train_ep_003706__000,char__king,king,1,train_ep_003706,0,True
utt__train_ep_003706__000,char__queen,queen,1,train_ep_003706,0,False
utt__train_ep_003706__002,char__thing,thing,1,train_ep_003706,2,False
utt__train_ep_003706__004,char__queen,queen,1,train_ep_003706,4,False
utt__train_ep_003706__010,char__lord,lord,1,train_ep_003706,10,False
utt__train_ep_003706__010,char__family,family,1,train_ep_003706,10,False
utt__train_ep_003706__012,char__queen,queen,1,train_ep_003706,12,False
utt__train_ep_003709__005,char__blacksmith,blacksmith,1,train_ep_003709,5,False
utt__train_ep_003709__008,char__king,king,1,train_ep_003709,8,True
utt__train_ep_003709__009,char__blacksmith,blacksmith,1,train_ep_003709,9,False
utt__train_ep_003709__010,char__royal_family,royal family,1,train_ep_003709,10,False
utt__train_ep_003709__010,char__royal,royal,1,train_ep_003709,10,False
utt__train_ep_003709__010,char__family,family,1,train_ep_003709,10,False
utt__train_ep_003709__011,char__queen,queen,1,train_ep_003709,11,False
utt__train_ep_003709__012,char__leader,leader,1,train_ep_003709,12,False
utt__train_ep_003709__013,char__blacksmith,blacksmith,1,train_ep_003709,13,False
utt__train_ep_003718__000,char__king,king,1,train_ep_003718,0,True
utt__train_ep_003718__003,char__pig,pig,1,train_ep_003718,3,False
utt__train_ep_003718__004,char__chef,chef,1,train_ep_003718,4,False
utt__train_ep_003718__004,char__king,king,1,train_ep_003718,4,True
utt__train_ep_003718__006,char__king,king,1,train_ep_003718,6,True
utt__train_ep_003718__006,char__chef,chef,1,train_ep_003718,6,False
utt__train_ep_003718__007,char__maid,maid,1,train_ep_003718,7,False
utt__train_ep_003718__013,char__warrior,warrior,1,train_ep_003718,13,False
utt__train_ep_003718__013,char__battle,battle,1,train_ep_003718,13,False
utt__train_ep_003723__000,char__servant,servant,1,train_ep_003723,0,False
utt__train_ep_003723__001,char__queen,queen,1,train_ep_003723,1,False
utt__train_ep_003723__002,char__dragon,dragon,1,train_ep_003723,2,False
utt__train_ep_003723__005,char__king,king,1,train_ep_003723,5,True
utt__train_ep_003723__008,char__subjects,subjects,1,train_ep_003723,8,False
utt__train_ep_003738__000,char__noble,noble,1,train_ep_003738,0,False
utt__train_ep_003738__001,char__light,light,1,train_ep_003738,1,False
utt__train_ep_003738__003,char__fairy,fairy,1,train_ep_003738,3,False
utt__train_ep_003738__006,char__fairy,fairy,1,train_ep_003738,6,False
utt__train_ep_003738__006,char__thing,thing,1,train_ep_003738,6,False
utt__train_ep_003738__007,char__king,king,1,train_ep_003738,7,True
utt__train_ep_003738__007,char__villagers,villagers,1,train_ep_003738,7,False
utt__train_ep_003738__009,char__merchant,merchant,1,train_ep_003738,9,False
utt__train_ep_003738__011,char__merchant,merchant,1,train_ep_003738,11,False
utt__train_ep_003738__011,char__fairy,fairy,1,train_ep_003738,11,False
utt__train_ep_003738__012,char__noble,noble,1,train_ep_003738,12,False
utt__train_ep_003738__013,char__king,king,1,train_ep_003738,13,True
utt__train_ep_003807__004,char__student,student,1,train_ep_003807,4,False
utt__train_ep_003807__005,char__local,local,1,train_ep_003807,5,False
utt__train_ep_003807__005,char__plants,plants,3,train_ep_003807,5,False
utt__train_ep_003807__006,char__king,king,1,train_ep_003807,6,True
utt__train_ep_003807__006,char__plants,plants,1,train_ep_003807,6,False
utt__train_ep_003807__007,char__plants,plants,1,train_ep_003807,7,False
utt__train_ep_003807__008,char__plants,plants,1,train_ep_003807,8,False
utt__train_ep_003807__009,char__royal,royal,1,train_ep_003807,9,False
utt__train_ep_003807__012,char__person,person,1,train_ep_003807,12,False
utt__train_ep_003895__000,char__queen,queen,1,train_ep_003895,0,False
utt__train_ep_003895__000,char__lady,lady,1,train_ep_003895,0,False
utt__train_ep_004048__000,char__brother,brother,1,train_ep_004048,0,False
utt__train_ep_004048__002,char__battle,battle,1,train_ep_004048,2,False
utt__train_ep_004048__004,char__mad_king,mad king,1,train_ep_004048,4,False
utt__train_ep_004048__004,char__king,king,1,train_ep_004048,4,True
utt__train_ep_004048__004,char__warrior,warrior,1,train_ep_004048,4,False
utt__train_ep_004048__004,char__royal,royal,1,train_ep_004048,4,False
utt__train_ep_004048__005,char__child,child,1,train_ep_004048,5,False
utt__train_ep_004048__005,char__mad_king,mad king,1,train_ep_004048,5,False
utt__train_ep_004048__005,char__king,king,1,train_ep_004048,5,True
utt__train_ep_004048__007,char__man,man,1,train_ep_004048,7,False
utt__train_ep_004048__007,char__king,king,1,train_ep_004048,7,True
utt__train_ep_004048__008,char__enemy,enemy,1,train_ep_004048,8,False
utt__train_ep_004048__009,char__king,king,1,train_ep_004048,9,True
utt__train_ep_004048__010,char__hound,hound,1,train_ep_004048,10,False
utt__train_ep_004048__011,char__smith,smith,1,train_ep_004048,11,False
utt__train_ep_004068__001,char__servant,servant,1,train_ep_004068,1,False
utt__train_ep_004068__001,char__maid,maid,1,train_ep_004068,1,False
utt__train_ep_004068__011,char__royal,royal,1,train_ep_004068,11,False
utt__train_ep_004080__001,char__family,family,1,train_ep_004080,1,False
utt__train_ep_004080__002,char__father,father,1,train_ep_004080,2,False
utt__train_ep_004080__002,char__apothecary,apothecary,1,train_ep_004080,2,False
utt__train_ep_004080__002,char__king,king,1,train_ep_004080,2,True
utt__train_ep_004080__003,char__people,people,1,train_ep_004080,3,False
utt__train_ep_004080__005,char__magician,magician,1,train_ep_004080,5,False
utt__train_ep_004080__005,char__son,son,1,train_ep_004080,5,False
utt__train_ep_004080__006,char__magician,magician,1,train_ep_004080,6,False
utt__train_ep_004080__006,char__grandmother,grandmother,1,train_ep_004080,6,False
utt__train_ep_004080__007,char__apothecary,apothecary,1,train_ep_004080,7,False
utt__train_ep_004080__007,char__magician,magician,1,train_ep_004080,7,False
utt__train_ep_004080__008,char__king,king,2,train_ep_004080,8,True
utt__train_ep_004080__008,char__potion,potion,1,train_ep_004080,8,False
utt__train_ep_004080__008,char__father,father,1,train_ep_004080,8,False
utt__train_ep_004080__008,char__magician,magician,1,train_ep_004080,8,False
utt__train_ep_004080__009,char__magician,magician,2,train_ep_004080,9,False
utt__train_ep_004080__009,char__father,father,1,train_ep_004080,9,False
utt__train_ep_004080__009,char__guard,guard,1,train_ep_004080,9,False
utt__train_ep_004080__009,char__wife,wife,1,train_ep_004080,9,False
utt__train_ep_004080__010,char__wife,wife,1,train_ep_004080,10,False
utt__train_ep_004080__010,char__child,child,1,train_ep_004080,10,False
utt__train_ep_004080__010,char__son,son,1,train_ep_004080,10,False
utt__train_ep_004080__010,char__queen,queen,1,train_ep_004080,10,False
utt__train_ep_004080__011,char__queen,queen,1,train_ep_004080,11,False
utt__train_ep_004080__011,char__son,son,1,train_ep_004080,11,False
utt__train_ep_004080__012,char__king,king,1,train_ep_004080,12,True
utt__train_ep_004080__012,char__people,people,1,train_ep_004080,12,False
utt__train_ep_004080__012,char__royal_family,royal family,1,train_ep_004080,12,False
utt__train_ep_004080__012,char__royal,royal,1,train_ep_004080,12,False
utt__train_ep_004080__012,char__family,family,1,train_ep_004080,12,False
utt__train_ep_004080__013,char__footman,footman,1,train_ep_004080,13,False
utt__train_ep_004080__013,char__son,son,1,train_ep_004080,13,False
utt__train_ep_004084__000,char__king,king,1,train_ep_004084,0,True
utt__train_ep_004084__002,char__people,people,1,train_ep_004084,2,False
utt__train_ep_004084__003,char__queen,queen,1,train_ep_004084,3,False
utt__train_ep_004084__003,char__member,member,1,train_ep_004084,3,False
utt__train_ep_004084__003,char__family,family,1,train_ep_004084,3,False
utt__train_ep_004084__004,char__family,family,1,train_ep_004084,4,False
utt__train_ep_004084__005,char__children,children,1,train_ep_004084,5,False
utt__train_ep_004084__007,char__family,family,1,train_ep_004084,7,False
utt__train_ep_004084__007,char__wife,wife,1,train_ep_004084,7,False
utt__train_ep_004084__008,char__family,family,1,train_ep_004084,8,False
utt__train_ep_004084__009,char__family,family,1,train_ep_004084,9,False
utt__train_ep_004098__000,char__princess,princess,1,train_ep_004098,0,False
utt__train_ep_004098__002,char__royal,royal,1,train_ep_004098,2,False
utt__train_ep_004098__002,char__mother,mother,1,train_ep_004098,2,False
utt__train_ep_004098__003,char__mother,mother,1,train_ep_004098,3,False
utt__train_ep_004098__003,char__king,king,1,train_ep_004098,3,True
utt__train_ep_004098__004,char__father,father,1,train_ep_004098,4,False
utt__train_ep_004098__005,char__father,father,2,train_ep_004098,5,False
utt__train_ep_004098__005,char__woman,woman,1,train_ep_004098,5,False
utt__train_ep_004098__008,char__girl,girl,1,train_ep_004098,8,False
utt__train_ep_004098__009,char__thing,thing,1,train_ep_004098,9,False
utt__train_ep_004098__009,char__queen,queen,1,train_ep_004098,9,False
utt__train_ep_004098__010,char__spirits,spirits,1,train_ep_004098,10,False
utt__train_ep_004098__013,char__queen,queen,1,train_ep_004098,13,False
utt__train_ep_004098__013,char__light,light,1,train_ep_004098,13,False
utt__train_ep_004111__000,char__father,father,1,train_ep_004111,0,False
utt__train_ep_004111__001,char__royal,royal,2,train_ep_004111,1,False
utt__train_ep_004111__002,char__lady,lady,1,train_ep_004111,2,False
utt__train_ep_004111__003,char__royal,royal,1,train_ep_004111,3,False
utt__train_ep_004111__003,char__king,king,1,train_ep_004111,3,True
utt__train_ep_004111__003,char__battle,battle,1,train_ep_004111,3,False
utt__train_ep_004111__004,char__father,father,1,train_ep_004111,4,False
utt__train_ep_004111__004,char__ladies,ladies,1,train_ep_004111,4,False
utt__train_ep_004111__008,char__royal,royal,1,train_ep_004111,8,False
utt__train_ep_004111__009,char__king,king,1,train_ep_004111,9,True
utt__train_ep_004111__013,char__royal,royal,1,train_ep_004111,13,False
utt__train_ep_004120__000,char__children,children,1,train_ep_004120,0,False
utt__train_ep_004120__000,char__child,child,1,train_ep_004120,0,False
utt__train_ep_004120__002,char__witch,witch,1,train_ep_004120,2,False
utt__train_ep_004120__002,char__child,child,1,train_ep_004120,2,False
utt__train_ep_004120__003,char__witch,witch,1,train_ep_004120,3,False
utt__train_ep_004120__007,char__owner,owner,1,train_ep_004120,7,False
utt__train_ep_004120__010,char__witch,witch,1,train_ep_004120,10,False
utt__train_ep_004120__012,char__miner,miner,1,train_ep_004120,12,False
utt__train_ep_004120__012,char__witch,witch,1,train_ep_004120,12,False
utt__train_ep_004120__013,char__witch,witch,1,train_ep_004120,13,False
utt__train_ep_004120__013,char__fly,fly,1,train_ep_004120,13,False
utt__train_ep_004124__000,char__servant,servant,1,train_ep_004124,0,False
utt__train_ep_004124__001,char__lord,lord,1,train_ep_004124,1,False
utt__train_ep_004124__001,char__daughter,daughter,1,train_ep_004124,1,False
utt__train_ep_004124__003,char__boy,boy,1,train_ep_004124,3,False
utt__train_ep_004124__006,char__guards,guards,1,train_ep_004124,6,False
utt__train_ep_004124__007,char__lord,lord,1,train_ep_004124,7,False
utt__train_ep_004124__007,char__royal,royal,1,train_ep_004124,7,False
utt__train_ep_004124__007,char__guards,guards,1,train_ep_004124,7,False
utt__train_ep_004124__008,char__guards,guards,1,train_ep_004124,8,False
utt__train_ep_004124__009,char__lord,lord,1,train_ep_004124,9,False
utt__train_ep_004124__012,char__dragon,dragon,1,train_ep_004124,12,False
utt__train_ep_004124__013,char__god,god,1,train_ep_004124,13,False
utt__train_ep_004145__002,char__diplomat,diplomat,1,train_ep_004145,2,False
utt__train_ep_004145__002,char__noble,noble,1,train_ep_004145,2,False
utt__train_ep_004145__003,char__table,table,1,train_ep_004145,3,False
utt__train_ep_004145__004,char__king,king,1,train_ep_004145,4,True
utt__train_ep_004145__005,char__diplomat,diplomat,1,train_ep_004145,5,False
utt__train_ep_004145__008,char__son,son,1,train_ep_004145,8,False
utt__train_ep_004145__008,char__prince,prince,1,train_ep_004145,8,False
utt__train_ep_004145__010,char__prince,prince,1,train_ep_004145,10,False
utt__train_ep_004145__011,char__merchant,merchant,1,train_ep_004145,11,False
utt__train_ep_004145__013,char__merchant,merchant,1,train_ep_004145,13,False
utt__train_ep_004163__005,char__subject,subject,1,train_ep_004163,5,False
utt__train_ep_004163__009,char__queen,queen,1,train_ep_004163,9,False
utt__train_ep_004163__011,char__god,god,1,train_ep_004163,11,False
utt__train_ep_004190__000,char__blacksmith,blacksmith,1,train_ep_004190,0,False
utt__train_ep_004190__005,char__royal,royal,1,train_ep_004190,5,False
utt__train_ep_004200__002,char__cow,cow,1,train_ep_004200,2,False
utt__train_ep_004200__002,char__chicken,chicken,1,train_ep_004200,2,False
utt__train_ep_004200__007,char__lord,lord,1,train_ep_004200,7,False
utt__train_ep_004200__008,char__royal,royal,1,train_ep_004200,8,False
utt__train_ep_004200__009,char__lord,lord,1,train_ep_004200,9,False
utt__train_ep_004200__010,char__donkey,donkey,1,train_ep_004200,10,False
utt__train_ep_004200__013,char__lord,lord,1,train_ep_004200,13,False
utt__train_ep_004202__002,char__spider,spider,1,train_ep_004202,2,False
utt__train_ep_004202__003,char__village,village,1,train_ep_004202,3,False
utt__train_ep_004202__005,char__insect,insect,1,train_ep_004202,5,False
utt__train_ep_004202__005,char__fly,fly,1,train_ep_004202,5,False
utt__train_ep_004202__005,char__bird,bird,1,train_ep_004202,5,False
utt__train_ep_004202__007,char__king,king,1,train_ep_004202,7,True
utt__train_ep_004202__008,char__mistress,mistress,1,train_ep_004202,8,False
utt__train_ep_004202__008,char__queen,queen,1,train_ep_004202,8,False
utt__train_ep_004202__008,char__guards,guards,1,train_ep_004202,8,False
utt__train_ep_004202__009,char__king,king,1,train_ep_004202,9,True
utt__train_ep_004208__002,char__craftsman,craftsman,1,train_ep_004208,2,False
utt__train_ep_004208__003,char__son,son,1,train_ep_004208,3,False
utt__train_ep_004208__008,char__queen,queen,1,train_ep_004208,8,False
utt__train_ep_004208__012,char__king,king,1,train_ep_004208,12,True
utt__train_ep_004228__004,char__father,father,1,train_ep_004228,4,False
utt__train_ep_004228__006,char__people,people,1,train_ep_004228,6,False
utt__train_ep_004228__006,char__thing,thing,1,train_ep_004228,6,False
utt__train_ep_004228__012,char__army,army,1,train_ep_004228,12,False
utt__train_ep_004268__000,char__guard,guard,1,train_ep_004268,0,False
utt__train_ep_004268__001,char__friend,friend,2,train_ep_004268,1,False
utt__train_ep_004268__006,char__queen,queen,1,train_ep_004268,6,False
utt__train_ep_004268__013,char__lord,lord,1,train_ep_004268,13,False
utt__train_ep_004414__001,char__battle,battle,1,train_ep_004414,1,False
utt__train_ep_004414__003,char__battle,battle,1,train_ep_004414,3,False
utt__train_ep_004414__004,char__battle,battle,1,train_ep_004414,4,False
utt__train_ep_004414__005,char__fight,fight,1,train_ep_004414,5,False
utt__train_ep_004414__009,char__king,king,1,train_ep_004414,9,True
utt__train_ep_004421__001,char__boar,boar,1,train_ep_004421,1,False
utt__train_ep_004421__003,char__king,king,1,train_ep_004421,3,True
utt__train_ep_004421__003,char__guards,guards,1,train_ep_004421,3,False
utt__train_ep_004421__005,char__pig,pig,1,train_ep_004421,5,False
utt__train_ep_004421__013,char__boar,boar,1,train_ep_004421,13,False
utt__train_ep_004434__000,char__son,son,1,train_ep_004434,0,False
utt__train_ep_004434__001,char__father,father,1,train_ep_004434,1,False
utt__train_ep_004434__003,char__father,father,1,train_ep_004434,3,False
utt__train_ep_004434__003,char__king,king,1,train_ep_004434,3,True
utt__train_ep_004434__006,char__spirit,spirit,1,train_ep_004434,6,False
utt__train_ep_004434__007,char__father,father,1,train_ep_004434,7,False
utt__train_ep_004434__010,char__spirits,spirits,2,train_ep_004434,10,False
utt__train_ep_004434__012,char__spirits,spirits,1,train_ep_004434,12,False
utt__train_ep_004434__013,char__king,king,1,train_ep_004434,13,True
utt__train_ep_004539__002,char__guest,guest,1,train_ep_004539,2,False
utt__train_ep_004539__003,char__queen,queen,2,train_ep_004539,3,False
utt__train_ep_004539__003,char__animal,animal,1,train_ep_004539,3,False
utt__train_ep_004539__005,char__queen,queen,1,train_ep_004539,5,False
utt__train_ep_004539__005,char__wife,wife,2,train_ep_004539,5,False
utt__train_ep_004539__005,char__handmaid,handmaid,1,train_ep_004539,5,False
utt__train_ep_004539__006,char__man,man,1,train_ep_004539,6,False
utt__train_ep_004539__007,char__king,king,1,train_ep_004539,7,True
utt__train_ep_004539__009,char__queen,queen,1,train_ep_004539,9,False
utt__train_ep_004539__013,char__cook,cook,1,train_ep_004539,13,False
utt__train_ep_004584__000,char__child,child,1,train_ep_004584,0,False
utt__train_ep_004584__003,char__child,child,1,train_ep_004584,3,False
utt__train_ep_004584__007,char__king,king,1,train_ep_004584,7,True
utt__train_ep_004584__008,char__king,king,1,train_ep_004584,8,True
utt__train_ep_004601__001,char__guards,guards,1,train_ep_004601,1,False
utt__train_ep_004601__002,char__guards,guards,1,train_ep_004601,2,False
utt__train_ep_004601__003,char__peasant,peasant,1,train_ep_004601,3,False
utt__train_ep_004601__005,char__family,family,1,train_ep_004601,5,False
utt__train_ep_004601__006,char__family,family,1,train_ep_004601,6,False
utt__train_ep_004601__009,char__queen,queen,1,train_ep_004601,9,False
utt__train_ep_004601__010,char__queen,queen,1,train_ep_004601,10,False
utt__train_ep_004608__002,char__apothecary,apothecary,1,train_ep_004608,2,False
utt__train_ep_004608__004,char__man,man,1,train_ep_004608,4,False
utt__train_ep_004608__006,char__servant,servant,1,train_ep_004608,6,False
utt__train_ep_004608__007,char__figure,figure,1,train_ep_004608,7,False
utt__train_ep_004608__008,char__family,family,1,train_ep_004608,8,False
utt__train_ep_004608__008,char__apothecary,apothecary,1,train_ep_004608,8,False
utt__train_ep_004608__012,char__apothecary,apothecary,1,train_ep_004608,12,False
utt__train_ep_004615__003,char__assassin,assassin,1,train_ep_004615,3,False
utt__train_ep_004615__005,char__guard,guard,1,train_ep_004615,5,False
utt__train_ep_004615__005,char__bedroom,bedroom,1,train_ep_004615,5,False
utt__train_ep_004615__007,char__knight,knight,1,train_ep_004615,7,False
utt__train_ep_004615__008,char__father,father,1,train_ep_004615,8,False
utt__train_ep_004615__008,char__knight,knight,1,train_ep_004615,8,False
utt__train_ep_004617__000,char__king,king,1,train_ep_004617,0,True
utt__train_ep_004617__002,char__chef,chef,1,train_ep_004617,2,False
utt__train_ep_004617__003,char__chef,chef,1,train_ep_004617,3,False
utt__train_ep_004637__000,char__guard,guard,1,train_ep_004637,0,False
utt__train_ep_004637__000,char__royal,royal,1,train_ep_004637,0,False
utt__train_ep_004637__001,char__king,king,1,train_ep_004637,1,True
utt__train_ep_004637__003,char__king,king,1,train_ep_004637,3,True
utt__train_ep_004637__003,char__queen,queen,1,train_ep_004637,3,False
utt__train_ep_004637__006,char__queen,queen,1,train_ep_004637,6,False
