utterance_id,episode_id,turn_index,speaker_normalized_name,speaker_character_id,text,emote,action,is_target_agent_speaker,contains_target_agent_mention
utt__train_ep_003347__012,train_ep_003347,12,king,char__king,Yes?,,,True,False
utt__train_ep_003347__013,train_ep_003347,13,princess,char__princess,"I... I have fallen for a man, but... he's a wizard...",,,False,False
utt__train_ep_003404__000,train_ep_003404,0,king,char__king,"Guard, I beseech thee, come take this crown!",,,True,False
utt__train_ep_003404__001,train_ep_003404,1,guard,char__guard,Yes your majesty,,,False,False
utt__train_ep_003404__002,train_ep_003404,2,king,char__king,You are my most trusted guard. It is a privilege to have you in my castle.,,give crown to guard,True,False
utt__train_ep_003404__003,train_ep_003404,3,guard,char__guard,It is my honor your majesty. You are not just my king but a dear friend.,,,False,True
utt__train_ep_003404__004,train_ep_003404,4,king,char__king,I can only hope we will be friends for life.,,hug guard,True,False
utt__train_ep_003404__005,train_ep_003404,5,guard,char__guard,So what will you be doing today your majesty? Will you be riding today?,,hug king,False,False
utt__train_ep_003404__006,train_ep_003404,6,king,char__king,"I believe so, my lord.",,,True,False
utt__train_ep_003404__007,train_ep_003404,7,guard,char__guard,I will have the royal guard ready.,,,False,False
utt__train_ep_003404__008,train_ep_003404,8,king,char__king,Let us share a glass of wine before we leave.,,get ornate goblet,True,False
utt__train_ep_003404__009,train_ep_003404,9,guard,char__guard,That you m'lord. I do enjoy your fine wine.  I will have a groom prepare your horse for the ride.,,,False,False
utt__train_ep_003404__010,train_ep_003404,10,king,char__king,"Thank you, my liege.",,,True,False
utt__train_ep_003404__011,train_ep_003404,11,guard,char__guard,Will you be needing a bow and arrow?,,,False,False
utt__train_ep_003404__012,train_ep_003404,12,king,char__king,"I believe so, I am hoping to join the hunt.",,,True,False
utt__train_ep_003404__013,train_ep_003404,13,guard,char__guard,The priest will be wanting to give you a blessing your majesty.,,,False,False
utt__train_ep_003405__000,train_ep_003405,0,officer,char__officer,Your Majesty...are you injured?,,,False,False
utt__train_ep_003405__001,train_ep_003405,1,king,char__king,"No, I am fine, Why are you here?",,,True,False
utt__train_ep_003405__002,train_ep_003405,2,officer,char__officer,We just apprehended a band of soldiers that came to kill you. They are being taken to the dungeon now.,,,False,False
utt__train_ep_003405__003,train_ep_003405,3,king,char__king,Really? Let us execute them in the courtyard.,,,True,False
utt__train_ep_003405__004,train_ep_003405,4,officer,char__officer,Let me guide you to the castle to safety.  There might be more of them around and you are unarmed. ,,remove sword,False,False
utt__train_ep_003405__005,train_ep_003405,5,king,char__king,Very well. Tell me do you know the purpose of this attack?,,,True,False
utt__train_ep_003405__006,train_ep_003405,6,officer,char__officer,I believe one of the enemies were to steal your scepter and bring it back to their king as a test...but they could be lying.,,,False,True
utt__train_ep_003405__007,train_ep_003405,7,king,char__king,They are nothing more then fools.,,,True,False
utt__train_ep_003405__008,train_ep_003405,8,officer,char__officer,"Please, keep this while we make our way across the gardens.  I'm sorry to take you away from such a beautiful view. ",,give shield to king,False,False
utt__train_ep_003405__009,train_ep_003405,9,king,char__king,It is fine you are only doing your job. Are we aware of their numbers?,,,True,False
utt__train_ep_003405__010,train_ep_003405,10,officer,char__officer,We captured 22 men.  I have the first ranks scattering to find any remaining.  Is there anything else you wish me to do?,,,False,False
utt__train_ep_003405__011,train_ep_003405,11,king,char__king,You have done enough for today. I need to head to the dungeon and get some answers.,,,True,False
utt__train_ep_003405__012,train_ep_003405,12,officer,char__officer,Yes Sire.  I will bring report once we are done searching out here.,,,False,False
utt__train_ep_003405__013,train_ep_003405,13,king,char__king,Thank you for your hard work.,,,True,False
utt__train_ep_003412__000,train_ep_003412,0,king,char__king,What are you doing just standing there?,,,True,False
utt__train_ep_003412__001,train_ep_003412,1,knight,char__knight,"Apologies, your Royal Highness.  I hoped to forstal you before you entered the castle.  There has been... an incident.  Ah, how well do you trust that servant of yours there, m'Lord?",,,False,False
utt__train_ep_003412__002,train_ep_003412,2,king,char__king,I trust him well enough to have given a job here. Tell me what this is about knight.,,,True,False
utt__train_ep_003412__003,train_ep_003412,3,knight,char__knight,"I'm afraid it's the Queen, sire.  I overheard her talking to someone, I apologise, I could not make out whom, sire, but they seemed on... intimate terms.  It seems she has designs to unseat you from the throne this very day, either by guile or by... poison.",frown,,False,False
utt__train_ep_003412__004,train_ep_003412,4,king,char__king,"Very well let us take action immediately, Thank you for informing me. ",,,True,False
utt__train_ep_003412__005,train_ep_003412,5,knight,char__knight,"Here, your Highness.  You gave this to me in honor of the Battle of Faerie Fire.  I return it to you, that you may defend yourself.  I am yours to command.",,give sword to king,False,False
utt__train_ep_003412__006,train_ep_003412,6,king,char__king,Let us find the man she was speaking to. Any idea who it may be>,,,True,False
utt__train_ep_003412__007,train_ep_003412,7,knight,char__knight,He had on... let me think... a blue doublet.  And his hair was of flaxen golden in color.  He had a rather shrill laugh.,ponder,,False,False
utt__train_ep_003412__008,train_ep_003412,8,king,char__king,"Jeffry! It must be him he has wanted the thrown ever since I was coronated, my own brother!",,,True,False
utt__train_ep_003412__009,train_ep_003412,9,knight,char__knight,"What!  Such deep seated treachery is not to be born!  Say the word, sir, and I shall cut him down where he stands!",gasp,,False,False
utt__train_ep_003412__010,train_ep_003412,10,king,char__king,Leave that filth to me. It shall be my sword that strikes that fool down!,grin,,True,False
utt__train_ep_003412__011,train_ep_003412,11,knight,char__knight,"Of course, my king.  And what of the queen?  Striking her down seems too quick a punishment.",ponder,,False,True
utt__train_ep_003412__012,train_ep_003412,12,king,char__king,Let us give her a public execution to be set as an example to those who see to disthrone me!,,,True,False
utt__train_ep_003412__013,train_ep_003412,13,knight,char__knight,"Of course, my King.  I shall follow your lead!",,,False,True
utt__train_ep_003424__000,train_ep_003424,0,courtier,char__courtier,Is that all the notes you would like me to take today?,ponder,,False,False
utt__train_ep_003424__001,train_ep_003424,1,king,char__king,I need sit on my throne and think. I am sure there is more for you to do.,,wear crown,True,False
utt__train_ep_003424__002,train_ep_003424,2,courtier,char__courtier,Maybe you will write faster than me. I have worked for you for a long time and I think you are ready to speak your mind.,,give a pen for the chickens to king,False,False
utt__train_ep_003424__003,train_ep_003424,3,king,char__king,I am the king here. You expect me to do my own writing?,,hit courtier,True,True
utt__train_ep_003424__004,train_ep_003424,4,courtier,char__courtier,"Snap out of it before the queen see you! Like I said, I have worked for you for a long time and you seem to need to speak your mind. I will write for you if you want.",,hit king,False,False
utt__train_ep_003424__005,train_ep_003424,5,king,char__king,I am brave and fear no queen. I think we should take a walk and marvel at my ornate and historical wall carvings.,,remove cape,True,False
utt__train_ep_003424__006,train_ep_003424,6,courtier,char__courtier,This has been one of my favorite rooms. Of coarse it its the best looking room in the house.,nod,,False,False
utt__train_ep_003424__007,train_ep_003424,7,king,char__king,I am glad you agree. Now go down and fetch me some food before I starve.,smile,,True,False
utt__train_ep_003424__008,train_ep_003424,8,courtier,char__courtier,Thank you for accepting my compliment. I will go tell your servants to fetch you a meal.,,hug king,False,False
utt__train_ep_003424__009,train_ep_003424,9,king,char__king,I wish for some entertainment while I eat. The fool shall dance on the bed for us now.,,hit fool,True,False
utt__train_ep_003424__010,train_ep_003424,10,courtier,char__courtier,He looks like he didn't see that coming!,laugh,,False,False
utt__train_ep_003424__011,train_ep_003424,11,king,char__king,"Let's draw up plans to attack our enemy. This room, the King's Quarters, should be large enough to draw up the maps.",,,True,False
utt__train_ep_003424__012,train_ep_003424,12,courtier,char__courtier,I thought you would never ask! I have had so many ideas that were never tried. Let me help you clear the room!,,hug king,False,False
utt__train_ep_003424__013,train_ep_003424,13,king,char__king,"While you are at it, light a fire for me. I am cold.",,get cover,True,False
utt__train_ep_003530__000,train_ep_003530,0,sioux chef,char__sioux_chef,Hello sire. What can I make you this evening? ,,,False,False
utt__train_ep_003530__001,train_ep_003530,1,king,char__king,Give me some options chef.,,,True,False
utt__train_ep_003530__002,train_ep_003530,2,sioux chef,char__sioux_chef,I can make some kind of meat and vegetable combo or I can give you one of the give you one of the pre-made meals from the head chef ,,,False,False
utt__train_ep_003530__003,train_ep_003530,3,king,char__king,How about a roast of some sort?,,,True,False
utt__train_ep_003530__004,train_ep_003530,4,sioux chef,char__sioux_chef,Sure I'd be happy to take care of that for you just give me a few minutes. Where did that lousy head chef go anyway? ,,get meat,False,False
utt__train_ep_003530__005,train_ep_003530,5,king,char__king,"I cannot say that I have seem him, that is a good question.",,,True,False
utt__train_ep_003530__006,train_ep_003530,6,sioux chef,char__sioux_chef,He's the absolute worst. He's always trying to sabotage me with peanuts ,,put meat in stove,False,False
utt__train_ep_003530__007,train_ep_003530,7,king,char__king,Peanuts you say? But I am highly allergic to peanuts!,,,True,False
utt__train_ep_003530__008,train_ep_003530,8,sioux chef,char__sioux_chef,I am too! He's always messing with them. You really should fire him. Your roast is ready,,get meat from stove,False,False
utt__train_ep_003530__009,train_ep_003530,9,king,char__king,"Excellent, perhaps I will take you up on that offer. It is unwise to employ someone who would cause harm with their carelessness.",,,True,False
utt__train_ep_003530__010,train_ep_003530,10,sioux chef,char__sioux_chef,I hope you enjoy your dinner ,,give meat to king,False,False
utt__train_ep_003530__011,train_ep_003530,11,king,char__king,"It is quite tender, it seems you took your time in preparing this.",,,True,False
utt__train_ep_003530__012,train_ep_003530,12,sioux chef,char__sioux_chef,Only the best for my king. You have treated me so well ,,,False,True
utt__train_ep_003530__013,train_ep_003530,13,king,char__king,Perhaps I may just give you his position afterall.,,,True,False
utt__train_ep_003532__000,train_ep_003532,0,debtor,char__debtor,What can I do for you king?,,,False,True
utt__train_ep_003532__001,train_ep_003532,1,king,char__king,"Hello, Debtor. I wanted to speak with you about a matter...",,,True,False
utt__train_ep_003532__002,train_ep_003532,2,debtor,char__debtor,a matter you say...?,,,False,False
utt__train_ep_003532__003,train_ep_003532,3,king,char__king,"Yes, I'm starting to think there might of been a....mistake. I don't think you are meant to be in this prison. Tell me, you wouldn't happen to have any enemies, would you?",,,True,False
utt__train_ep_003532__004,train_ep_003532,4,debtor,char__debtor,...well...I do owe some creditors....,,,False,False
utt__train_ep_003532__005,train_ep_003532,5,king,char__king,"Tell me, would any of them be of significance? Is it possible you owe someone from the King's Guard? ",,,True,False
utt__train_ep_003532__006,train_ep_003532,6,debtor,char__debtor,I do owe sir Steven 50 silver pieces yes.,,,False,False
utt__train_ep_003532__007,train_ep_003532,7,king,char__king,"Hm..... See, young man - if we review your case, there is no reason you should be in such a prison. Sir Steven should of taken you as a slave until you paid off your debts. However, you ended up in here..... now it's my job to find out why.",,,True,False
utt__train_ep_003532__008,train_ep_003532,8,debtor,char__debtor,I am unsure whether prison or slavery is preferable sire.,,,False,False
utt__train_ep_003532__009,train_ep_003532,9,king,char__king,"Well young man, one thing about this prison is you will never see the light of day again. As a slave, you can work your time off. However, if I am right on this matter - you will be out of Sir Steven's debts completely. How wrong it is for him to abuse the system we have in place! ",,,True,False
utt__train_ep_003532__010,train_ep_003532,10,debtor,char__debtor,You mean I could actually be free again? I would love to see my children.,,,False,False
utt__train_ep_003532__011,train_ep_003532,11,king,char__king,"Yes, it is looking to be that way - just a few more questions. Did Sir Steven threaten you at any time?",,,True,False
utt__train_ep_003532__012,train_ep_003532,12,debtor,char__debtor,"Well considering the amount I owed him there were some threats, yes.",,,False,False
utt__train_ep_003532__013,train_ep_003532,13,king,char__king,And do you remember exactly what he had said? ,,,True,False
utt__train_ep_003581__000,train_ep_003581,0,king,char__king,"It is good to see you again my travelling brother! Please, make yourself comfortable.",,,True,False
utt__train_ep_003581__001,train_ep_003581,1,brother,char__brother,Thank you for your kind welcome!,,hug king,False,False
utt__train_ep_003581__002,train_ep_003581,2,king,char__king,What brings you back to the castle after being gone for so many months?,,,True,False
utt__train_ep_003581__003,train_ep_003581,3,brother,char__brother,I've come to learn more about swords and archery,,remove wooden sword,False,False
utt__train_ep_003581__004,train_ep_003581,4,king,char__king,"Well, you've certainly come to the right place! Why the sudden interest? I've always known you to be the more studious type.",laugh,,True,False
utt__train_ep_003581__005,train_ep_003581,5,brother,char__brother,Yes I may have given that impression but alas my sisters are the ones to hide behind books,laugh,,False,False
utt__train_ep_003581__006,train_ep_003581,6,king,char__king,Hiding behind the latest romance fantasy is the last thing I would call studious. How about the crossbow to start with?,,get crossbow,True,False
utt__train_ep_003581__007,train_ep_003581,7,brother,char__brother,it would be an honor,,get bow,False,False
utt__train_ep_003581__008,train_ep_003581,8,king,char__king,The crossbow is a bit more beginner friendly than some of the larger longbows. How is your accuracy?,,,True,False
utt__train_ep_003581__009,train_ep_003581,9,brother,char__brother,i have been practicing as much as I can with my father. I have gotten more accurate during our hunting trips,,,False,False
utt__train_ep_003581__010,train_ep_003581,10,king,char__king,I do hope your father is doing well. It has been too long since I've last been to his castle. Is this crossbow more comfortable for you to use?,,,True,False
utt__train_ep_003581__011,train_ep_003581,11,brother,char__brother,yes. I spend as much time as I can with my father and learning from him,smile,,False,False
utt__train_ep_003581__012,train_ep_003581,12,king,char__king,"Very well then. Take it, and some arrows. I'll fetch some help and we shall set up some targets out in the courtyard.",,,True,False
utt__train_ep_003581__013,train_ep_003581,13,brother,char__brother,I will. My I see you hit the targets first? ,,,False,False
utt__train_ep_003604__000,train_ep_003604,0,king,char__king,How do you care for the upscale washroom trader?,,,True,False
utt__train_ep_003604__001,train_ep_003604,1,trader,char__trader,yes it is nice. Would you like to buy some items to make it nicer?,,,False,False
utt__train_ep_003604__002,train_ep_003604,2,king,char__king,What sort of wares do you have?,,,True,False
utt__train_ep_003604__003,train_ep_003604,3,trader,char__trader,"Pelts, hats, rifles, etc",,,False,False
utt__train_ep_003604__004,train_ep_003604,4,king,char__king,Anything as far as household wares?,,,True,False
utt__train_ep_003604__005,train_ep_003604,5,trader,char__trader, No but I do have these top of the line fur pelts,,wear Pelt,False,False
utt__train_ep_003604__006,train_ep_003604,6,king,char__king,Could these be used to fashion a rug?,,,True,False
utt__train_ep_003604__007,train_ep_003604,7,trader,char__trader,"Yes, i guess that you could do that",,,False,False
utt__train_ep_003604__008,train_ep_003604,8,king,char__king,Hmm I have been thinking of a new rug for in front of the fireplace.,,,True,False
utt__train_ep_003604__009,train_ep_003604,9,trader,char__trader,i can also sell you a hunting rifle so you can make your own rug,,give hunting rifles to king,False,False
utt__train_ep_003604__010,train_ep_003604,10,king,char__king,"I am not much for hunting myself, what sort of furs do you have?",,,True,False
utt__train_ep_003604__011,train_ep_003604,11,trader,char__trader,"sheepskin, beaver, and coyote",,,False,False
utt__train_ep_003604__012,train_ep_003604,12,king,char__king,"I think I would like the coyote fur, how much is available?",,,True,False
utt__train_ep_003604__013,train_ep_003604,13,trader,char__trader,Lots are available. I can get as many as you want to pay for,,hug king,False,False
utt__train_ep_003605__000,train_ep_003605,0,king,char__king,"Hello servant, what are you doing out here on the balcony?",nudge,,True,False
utt__train_ep_003605__001,train_ep_003605,1,servant,char__servant,"My leige, I am just tidying up. May I serve you?",,,False,False
utt__train_ep_003605__002,train_ep_003605,2,king,char__king,"Of course, care to fetch me my robe?",,,True,False
utt__train_ep_003605__003,train_ep_003605,3,servant,char__servant,"At once, your Grace. I've noticed you are fond of the swans on the lake. I, too, enjoy the breathtaking view.",,,False,False
utt__train_ep_003605__004,train_ep_003605,4,king,char__king,"I always have been, servant. They are just so free and beautiful. ",,,True,False
utt__train_ep_003605__005,train_ep_003605,5,servant,char__servant,"My name is Eryn, if you prefer, my Liege. I see you brought a book. May I inquire what you're reading?",,,False,False
utt__train_ep_003605__006,train_ep_003605,6,king,char__king,"Ah, just some historical literature is all. We can continue once I have my robe.",,,True,False
utt__train_ep_003605__007,train_ep_003605,7,servant,char__servant,"At once. Your robe, your Grace. Here it is! I know I'm but a lowly servant, but you are quite curt in conversation. Perhaps you'd like to unburden yourself",,,False,False
utt__train_ep_003605__008,train_ep_003605,8,king,char__king,"It is true, but I suppose I could do you the favor of conversing with me.",,,True,False
utt__train_ep_003605__009,train_ep_003605,9,servant,char__servant,"The honor, you mean.",,,False,False
utt__train_ep_003605__010,train_ep_003605,10,king,char__king,"Oh right, thank you. Do it again and I'll have your tongue though.",,,True,False
utt__train_ep_003605__011,train_ep_003605,11,servant,char__servant,"You are exactly the king I thought you were, and I am not the lowly peasant you think I am. Your judgment has come. Are you prepared to die?",,,False,True
utt__train_ep_003605__012,train_ep_003605,12,king,char__king,You dare threaten me? It would appear that I have to take your life for this infraction! ,,hit servant,True,False
utt__train_ep_003605__013,train_ep_003605,13,servant,char__servant,I am glad you have always loved this view. It's quite fitting it should be your last. Checkmate,,hit king,False,False
utt__train_ep_003607__000,train_ep_003607,0,king,char__king,"The garden is quite lovely, isn't it? I hope the gardener has been keeping up with his duties.",,,True,False
utt__train_ep_003607__001,train_ep_003607,1,queen,char__queen,"Yes, it is quite extravagant, but I'm not in the mood to enjoy it",,,False,False
utt__train_ep_003607__002,train_ep_003607,2,king,char__king,How are you not in the mood to embrace the joy of the garden? Does something about it bother you?,,,True,False
utt__train_ep_003607__003,train_ep_003607,3,queen,char__queen,"No not the garden, just some things back at the castle",,,False,False
utt__train_ep_003607__004,train_ep_003607,4,king,char__king,What is wrong with the castle? A servant disobeying you?,,,True,False
utt__train_ep_003607__005,train_ep_003607,5,queen,char__queen,"No, my behind is cramped and in pain, I think I need a new cushion",,,False,False
utt__train_ep_003607__006,train_ep_003607,6,king,char__king,Then a new cushion will be brought for you right away. I'll arrange it with the help.,,,True,False
utt__train_ep_003607__007,train_ep_003607,7,queen,char__queen,"Also, continious chattering in the courtroom gives me a headache, I can't think with that kind of noise!",,,False,False
utt__train_ep_003607__008,train_ep_003607,8,king,char__king,"Chattering? My, I wonder what they are talking about. I'll give orders right away for them to keep it down!",,,True,False
utt__train_ep_003607__009,train_ep_003607,9,queen,char__queen,"And my God, some of the Lords smell absolutely hideous. I am terribly offended",,,False,False
utt__train_ep_003607__010,train_ep_003607,10,king,char__king,What do they smell like?,,,True,False
utt__train_ep_003607__011,train_ep_003607,11,queen,char__queen,Just absolutely horrendous. Body odor as if they've never bathed before,,,False,False
utt__train_ep_003607__012,train_ep_003607,12,king,char__king,I will not have such bad hygiene in my kingdom! I'll have them lectured about odor at once!,,,True,False
utt__train_ep_003607__013,train_ep_003607,13,queen,char__queen,Thank you! Good to know someone cares. Now I can finally enjoy this gorgeous garden,,,False,False
utt__train_ep_003613__000,train_ep_003613,0,king,char__king,Hello,,,True,False
utt__train_ep_003613__001,train_ep_003613,1,townperson,char__townperson,"Yes, my king?",,,False,True
utt__train_ep_003616__000,train_ep_003616,0,guest,char__guest,"Thank you for inviting me to dinner, your majesty. Your dining hall looks stunning.",,,False,False
utt__train_ep_003616__001,train_ep_003616,1,king,char__king,You are most welcome. You are a friend of this kingdom and it is the least we can do.,,,True,False
utt__train_ep_003616__002,train_ep_003616,2,guest,char__guest,Will the queen be joining us as well? ,ponder,,False,False
utt__train_ep_003616__003,train_ep_003616,3,king,char__king,The queen has been rather ill. I'm afraid she won't be joining us tonight.,,,True,False
utt__train_ep_003616__004,train_ep_003616,4,guest,char__guest,I'm sorry to hear that and will pray for her quick recovery! ,,drop prayer book,False,False
utt__train_ep_003616__005,train_ep_003616,5,king,char__king,I don't suppose you know of a doctor that has dealt with magical sicknesses? She seems to have eaten a dark mushroom.,pout,,True,False
utt__train_ep_003616__006,train_ep_003616,6,guest,char__guest,Let me look in my book of divine hymns. I'm sure there is one to cure dark maladies. ,,drop hymn book,False,False
utt__train_ep_003616__007,train_ep_003616,7,king,char__king,"Are you a healer? I knew you were a good fighter, but never thought you had the ability to cure people.",gasp,,True,False
utt__train_ep_003616__008,train_ep_003616,8,guest,char__guest,"Yes, I've received sufficient training from the High Priest to perform basic rituals and spells.",nod,,False,False
utt__train_ep_003616__009,train_ep_003616,9,king,char__king,"No question, if you can do it, I'll be certain to give you our best cutlery.",,,True,False
utt__train_ep_003616__010,train_ep_003616,10,guest,char__guest,"You can escort me to the queen's bedchamber after dinner then, and I'll do my best. For now, let's eat!",,remove coat,False,False
utt__train_ep_003616__011,train_ep_003616,11,king,char__king,"Yes. The queen could use some rest, regardless.",laugh,,True,False
utt__train_ep_003616__012,train_ep_003616,12,guest,char__guest,"Now, tell me. What fine meal has the chef prepared for us tonight? ",smile,,False,False
utt__train_ep_003616__013,train_ep_003616,13,king,char__king,"This juicy rack of lamb, tender pheasant cake and a fragrant peach ice cream.",,,True,False
utt__train_ep_003630__000,train_ep_003630,0,waiting priest,char__waiting_priest,"Your Grace, have you come to inspect the casks?",,,False,False
utt__train_ep_003630__001,train_ep_003630,1,king,char__king,I have! This wine must still be good and highly valued. I am thinking of throwing a huge celebration in town and would possibly like to offer this to the guests. What do you think?,,,True,False
utt__train_ep_003630__002,train_ep_003630,2,waiting priest,char__waiting_priest,"I think it is a good idea, but you should sample the vintage.  I have a hammer to remove the cork on one ...",,,False,False
utt__train_ep_003630__003,train_ep_003630,3,king,char__king,Open them and let's have a taste test shall we? I want to provide nothing but the BEST for my guests!,,,True,False
utt__train_ep_003630__004,train_ep_003630,4,waiting priest,char__waiting_priest,"Here, have a sip, my King!",grin,,False,True
utt__train_ep_003630__005,train_ep_003630,5,king,char__king,"*takes sip* Oh, how delightful! I think this would suite well for the celebration we are having. How much do you have here to serve? ",,,True,False
utt__train_ep_003630__006,train_ep_003630,6,waiting priest,char__waiting_priest,"oh, looks like 20 barrels of this vintage, and 15 barrels from the vintage of the next year.",,,False,False
utt__train_ep_003630__007,train_ep_003630,7,king,char__king,How many people do you think that will supply?,,,True,False
utt__train_ep_003630__008,train_ep_003630,8,waiting priest,char__waiting_priest,"Well, each barrel has about 250 bottles worth, each bottle will serve 6 glasses, so thirty thousand glasses worth of the good stuff.",ponder,,False,False
utt__train_ep_003630__009,train_ep_003630,9,king,char__king,"Oh, good. This will most certainly do. I am so excited. Say, will you be there?",,,True,False
utt__train_ep_003630__010,train_ep_003630,10,waiting priest,char__waiting_priest,I wouldn't miss it.,grin,,False,False
utt__train_ep_003630__011,train_ep_003630,11,king,char__king,"Good then. You shall help me spread the word about this celebration. You may ask for what reason we are celebrating, and I say it is because we have had such a fantastic year. Our empire is full of good people doing good things. Any recommendations on how I can make this celebration better?",,,True,False
utt__train_ep_003630__012,train_ep_003630,12,waiting priest,char__waiting_priest,"People enjoy a good carnival, also a good dance.",dance,,False,False
utt__train_ep_003630__013,train_ep_003630,13,king,char__king,Where shall I acquire such things? Who shall I contact? ,,,True,False
utt__train_ep_003643__000,train_ep_003643,0,guard,char__guard,my king!,,,False,True
utt__train_ep_003643__001,train_ep_003643,1,king,char__king,My guard! Why are you yelling at me while I'm taking a royal poop?,,,True,False
utt__train_ep_003643__002,train_ep_003643,2,guard,char__guard,"Your shit stinks really bad, your highness. What have you been feeding on?",,,False,False
utt__train_ep_003643__003,train_ep_003643,3,king,char__king,"Kingly feasts. Careful, sir. The overlords in our fair land don't like profanity, and may take it from your pay from the treasury. This is a mouthful while in the privy. Anyway, this intrusion had better be worth something. Why have you disturbed me? Have you news?",,,True,False
utt__train_ep_003643__004,train_ep_003643,4,guard,char__guard,"I was asked to inform you that the captains and general are awaiting your presence, my king",,,False,True
utt__train_ep_003643__005,train_ep_003643,5,king,char__king,"Well, this is one of those ""could take a while"" or ""I could take a break and come back"" poops. How urgent did the captains and general seem? Keep in mind, my last feast was extra regal!",smile,,True,False
utt__train_ep_003643__006,train_ep_003643,6,guard,char__guard,"I'll inform them, you're still busy, your highness",frown,,False,False
utt__train_ep_003694__000,train_ep_003694,0,person,char__person,"King, can you help me?",cry,,False,True
utt__train_ep_003694__001,train_ep_003694,1,king,char__king,"Why, what has happened.  I ordered this room cleared out! I am a good and brave king and have no need of a torture room.",,,True,True
utt__train_ep_003694__002,train_ep_003694,2,person,char__person,"But a week previous, my son was in here on a mistake. I am afraid he was killed!",,,False,False
utt__train_ep_003694__003,train_ep_003694,3,king,char__king,Guard...look into this immediately! Lord what's his name was to clear this room for my many trophy's. We will find out what has happened and I may have to relieve someone of their head. ,,,True,False
utt__train_ep_003694__004,train_ep_003694,4,person,char__person,"There King, there is a puddle of blood and it looks like a finger. Look at it, the ring will hold my family's crest. Please look at it now for me.",cry,,False,True
utt__train_ep_003694__005,train_ep_003694,5,king,char__king,I will look for you. The ring has the crest of a stag. That is a noble crest. Are you a Lord?,,hug person,True,False
utt__train_ep_003694__006,train_ep_003694,6,person,char__person,"Yes, I am please look closer at the inscription inside the ring for me.",,steal scepter from king,False,False
utt__train_ep_003694__007,train_ep_003694,7,king,char__king,You will return my scepter at once and I will look at the inscription. It says Reviresco...is that your creed?,,,True,False
utt__train_ep_003694__008,train_ep_003694,8,person,char__person,"Oh no you have caught me! I will come clean to you, I am a petty thief and would ask that you gift me that ring for the return of your scepter?",,,False,False
utt__train_ep_003694__009,train_ep_003694,9,king,char__king,Guards take this man! I will have my scepter and you will have nothing.  You have taken advantage of the King! I am a kind king but you have crossed me.,gasp,,True,True
utt__train_ep_003694__010,train_ep_003694,10,person,char__person,"But you won't be able to capture or touch me King, I warn you now I am a lethal ninja!",,drop scepter,False,True
utt__train_ep_003694__011,train_ep_003694,11,king,char__king,I know you have been sent by my enemy's family to capture my throne.  I will have my guards detain you. You will not escape. If you try they will run you through.,,,True,False
utt__train_ep_003694__012,train_ep_003694,12,person,char__person,"They cannot touch what they cannot see, I will escape by using one of my smoke bomb tools.",shrug,,False,False
utt__train_ep_003694__013,train_ep_003694,13,king,char__king,What wait...where did you go?  I can not see anything....GUARDS!,,,True,False
utt__train_ep_003699__000,train_ep_003699,0,king,char__king,Why you wanted to talk down here I'm not sure but let's get on with it.,,,True,False
utt__train_ep_003699__001,train_ep_003699,1,kings,char__kings,I want us to remember those past as we discuss our next move.  We have enemy's on every side that would see us fail.  I propose a marriage between our children to strengthen our alliance. ,,,False,False
utt__train_ep_003699__002,train_ep_003699,2,king,char__king,Well of course you want an alliance. My army is twice the size of yours.,,,True,False
utt__train_ep_003699__003,train_ep_003699,3,kings,char__kings,This is true and my wealth is twice the size of yours.  What is your point king?  Up to now we have held fast.,,,False,True
utt__train_ep_003699__004,train_ep_003699,4,king,char__king,It would have to be a rather large dowry to get this done. Your daughter is fair but she's no beauty.,,,True,False
utt__train_ep_003699__005,train_ep_003699,5,kings,char__kings,Gold will go a long way to sweetening her beauty.  Your son has a limp and does not wish to join the army. This alliance will strengthen him in the eyes of your people.,,,False,False
utt__train_ep_003699__006,train_ep_003699,6,king,char__king,You could be right about that.  Gold can be quite blinding.,grin,,True,False
utt__train_ep_003699__007,train_ep_003699,7,kings,char__kings,So we have an agreement.  I will have it written and so it shall be.  We will have a feast to celebrate.,smile,,False,False
utt__train_ep_003699__008,train_ep_003699,8,king,char__king,I do love a feast. Especially the ale. Oooh the ale!,,,True,False
utt__train_ep_003699__009,train_ep_003699,9,kings,char__kings,I think the dead kings on these paintings are smiling.  I will drink to good ale that is for sure.  Shall we retire to my dining room for a bit of food and ale? Negotiating makes me hungry!,,,False,False
utt__train_ep_003699__010,train_ep_003699,10,king,char__king,Now that we've got this worked out I'm ready to go. Can't be seen in public without this though.,,wear crown,True,False
utt__train_ep_003699__011,train_ep_003699,11,kings,char__kings,That is for sure. Safe travels back to your castle. I will have my footman help with your things.  We will have the celebration soon. ,laugh,,False,False
utt__train_ep_003699__012,train_ep_003699,12,king,char__king,Wait I meant ready to get out of this crypt. I'm definately in for some of that food and ale before I'm on my way.,,,True,False
utt__train_ep_003699__013,train_ep_003699,13,kings,char__kings,Awww that is great. I will send this guard ahead to make the preparations.  This is for you.  It was my great grandfather's.  As you see it has three beautiful stones it it representing his three sons. Please take it as a token of our alliance.,,give sword to king,False,False
utt__train_ep_003706__000,train_ep_003706,0,merchant,char__merchant,"Dear king! Please, come see what I have to offer. You may find something for your beautiful queen.",smile,,False,True
