episode_id,split,target_agent_name,target_persona_id,target_persona,target_persona_agent_count_in_episode,utterance_count,agent_count
train_ep_007605,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007607,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,7,2
train_ep_007613,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007615,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007617,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007631,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007644,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007651,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007654,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007657,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007673,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007693,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007696,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007702,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007712,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007718,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,4,2
train_ep_007727,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007729,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007734,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007742,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007749,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007754,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007861,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007876,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007899,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007940,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_007954,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008140,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008143,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008145,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008147,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008152,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008155,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008157,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008215,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008236,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,9,2
train_ep_008244,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008258,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008270,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008272,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008277,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,8,2
train_ep_008278,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008286,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008299,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008338,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008484,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008618,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008671,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008694,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008697,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008699,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,5,2
train_ep_008705,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008723,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008725,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008735,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008741,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008787,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008803,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008820,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008822,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008827,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008828,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_008845,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009029,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009037,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009229,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009254,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009258,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009264,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009265,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009283,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009327,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009349,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009352,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009354,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009370,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009379,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009381,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009387,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009409,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009520,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009593,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009594,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009601,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009615,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009721,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009771,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009793,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009797,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009802,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,7,2
train_ep_009805,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,14,2
train_ep_009837,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_009880,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_009884,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_009901,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_009958,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_010042,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_010044,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_010061,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_010092,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_010147,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_010162,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_010176,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_010195,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_010216,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_010223,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_010239,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
train_ep_010243,train,king,persona__f9e1d9295997,I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.,1,1,2
