character_id,utterance_id,episode_id,turn_index
char__guard,utt__train_ep_002118__001,train_ep_002118,1
char__person,utt__train_ep_002118__002,train_ep_002118,2
char__guard,utt__train_ep_002118__003,train_ep_002118,3
char__person,utt__train_ep_002118__004,train_ep_002118,4
char__guard,utt__train_ep_002118__005,train_ep_002118,5
char__person,utt__train_ep_002118__006,train_ep_002118,6
char__guard,utt__train_ep_002118__007,train_ep_002118,7
char__person,utt__train_ep_002118__008,train_ep_002118,8
char__guard,utt__train_ep_002118__009,train_ep_002118,9
char__person,utt__train_ep_002118__010,train_ep_002118,10
char__guard,utt__train_ep_002118__011,train_ep_002118,11
char__person,utt__train_ep_002118__012,train_ep_002118,12
char__guard,utt__train_ep_002118__013,train_ep_002118,13
char__child,utt__train_ep_002119__000,train_ep_002119,0
char__king_s_trusted_adviser,utt__train_ep_002119__001,train_ep_002119,1
char__child,utt__train_ep_002119__002,train_ep_002119,2
char__king_s_trusted_adviser,utt__train_ep_002119__003,train_ep_002119,3
char__child,utt__train_ep_002119__004,train_ep_002119,4
char__king_s_trusted_adviser,utt__train_ep_002119__005,train_ep_002119,5
char__child,utt__train_ep_002119__006,train_ep_002119,6
char__king_s_trusted_adviser,utt__train_ep_002119__007,train_ep_002119,7
char__child,utt__train_ep_002119__008,train_ep_002119,8
char__king_s_trusted_adviser,utt__train_ep_002119__009,train_ep_002119,9
char__family_member,utt__train_ep_002120__000,train_ep_002120,0
char__farmer,utt__train_ep_002120__001,train_ep_002120,1
char__family_member,utt__train_ep_002120__002,train_ep_002120,2
char__farmer,utt__train_ep_002120__003,train_ep_002120,3
char__family_member,utt__train_ep_002120__004,train_ep_002120,4
char__vulture,utt__train_ep_002121__000,train_ep_002121,0
char__snakes_slithering_around_the_cavern,utt__train_ep_002121__001,train_ep_002121,1
char__vulture,utt__train_ep_002121__002,train_ep_002121,2
char__snakes_slithering_around_the_cavern,utt__train_ep_002121__003,train_ep_002121,3
char__vulture,utt__train_ep_002121__004,train_ep_002121,4
char__snakes_slithering_around_the_cavern,utt__train_ep_002121__005,train_ep_002121,5
char__vulture,utt__train_ep_002121__006,train_ep_002121,6
char__snakes_slithering_around_the_cavern,utt__train_ep_002121__007,train_ep_002121,7
char__vulture,utt__train_ep_002121__008,train_ep_002121,8
char__snakes_slithering_around_the_cavern,utt__train_ep_002121__009,train_ep_002121,9
char__vulture,utt__train_ep_002121__010,train_ep_002121,10
char__snakes_slithering_around_the_cavern,utt__train_ep_002121__011,train_ep_002121,11
char__vulture,utt__train_ep_002121__012,train_ep_002121,12
char__snakes_slithering_around_the_cavern,utt__train_ep_002121__013,train_ep_002121,13
char__frog,utt__train_ep_002122__000,train_ep_002122,0
char__town_game_warden,utt__train_ep_002122__001,train_ep_002122,1
char__frog,utt__train_ep_002122__002,train_ep_002122,2
char__town_game_warden,utt__train_ep_002122__003,train_ep_002122,3
char__frog,utt__train_ep_002122__004,train_ep_002122,4
char__town_game_warden,utt__train_ep_002122__005,train_ep_002122,5
char__frog,utt__train_ep_002122__006,train_ep_002122,6
char__town_game_warden,utt__train_ep_002122__007,train_ep_002122,7
char__frog,utt__train_ep_002122__008,train_ep_002122,8
char__town_game_warden,utt__train_ep_002122__009,train_ep_002122,9
char__frog,utt__train_ep_002122__010,train_ep_002122,10
char__town_game_warden,utt__train_ep_002122__011,train_ep_002122,11
char__frog,utt__train_ep_002122__012,train_ep_002122,12
char__town_game_warden,utt__train_ep_002122__013,train_ep_002122,13
char__ghost,utt__train_ep_002123__000,train_ep_002123,0
char__high_priest_reading_an_arcane_book,utt__train_ep_002123__001,train_ep_002123,1
char__ghost,utt__train_ep_002123__002,train_ep_002123,2
char__high_priest_reading_an_arcane_book,utt__train_ep_002123__003,train_ep_002123,3
char__ghost,utt__train_ep_002123__004,train_ep_002123,4
char__high_priest_reading_an_arcane_book,utt__train_ep_002123__005,train_ep_002123,5
char__ghost,utt__train_ep_002123__006,train_ep_002123,6
char__high_priest_reading_an_arcane_book,utt__train_ep_002123__007,train_ep_002123,7
char__ghost,utt__train_ep_002123__008,train_ep_002123,8
char__high_priest_reading_an_arcane_book,utt__train_ep_002123__009,train_ep_002123,9
char__ghost,utt__train_ep_002123__010,train_ep_002123,10
char__high_priest_reading_an_arcane_book,utt__train_ep_002123__011,train_ep_002123,11
char__ghost,utt__train_ep_002123__012,train_ep_002123,12
char__high_priest_reading_an_arcane_book,utt__train_ep_002123__013,train_ep_002123,13
char__follower,utt__train_ep_002124__000,train_ep_002124,0
char__priest,utt__train_ep_002124__001,train_ep_002124,1
char__follower,utt__train_ep_002124__002,train_ep_002124,2
char__priest,utt__train_ep_002124__003,train_ep_002124,3
char__follower,utt__train_ep_002124__004,train_ep_002124,4
char__priest,utt__train_ep_002124__005,train_ep_002124,5
char__follower,utt__train_ep_002124__006,train_ep_002124,6
char__priest,utt__train_ep_002124__007,train_ep_002124,7
char__follower,utt__train_ep_002124__008,train_ep_002124,8
char__priest,utt__train_ep_002124__009,train_ep_002124,9
char__follower,utt__train_ep_002124__010,train_ep_002124,10
char__priest,utt__train_ep_002124__011,train_ep_002124,11
char__follower,utt__train_ep_002124__012,train_ep_002124,12
char__priest,utt__train_ep_002124__013,train_ep_002124,13
char__adventurer,utt__train_ep_002125__000,train_ep_002125,0
char__child,utt__train_ep_002125__001,train_ep_002125,1
char__adventurer,utt__train_ep_002125__002,train_ep_002125,2
char__child,utt__train_ep_002125__003,train_ep_002125,3
char__adventurer,utt__train_ep_002125__004,train_ep_002125,4
char__child,utt__train_ep_002125__005,train_ep_002125,5
char__adventurer,utt__train_ep_002125__006,train_ep_002125,6
char__child,utt__train_ep_002125__007,train_ep_002125,7
char__adventurer,utt__train_ep_002125__008,train_ep_002125,8
char__child,utt__train_ep_002125__009,train_ep_002125,9
char__adventurer,utt__train_ep_002125__010,train_ep_002125,10
char__child,utt__train_ep_002125__011,train_ep_002125,11
char__adventurer,utt__train_ep_002125__012,train_ep_002125,12
char__child,utt__train_ep_002125__013,train_ep_002125,13
char__knight,utt__train_ep_002126__000,train_ep_002126,0
char__priest,utt__train_ep_002126__001,train_ep_002126,1
char__knight,utt__train_ep_002126__002,train_ep_002126,2
char__priest,utt__train_ep_002126__003,train_ep_002126,3
char__knight,utt__train_ep_002126__004,train_ep_002126,4
char__priest,utt__train_ep_002126__005,train_ep_002126,5
char__knight,utt__train_ep_002126__006,train_ep_002126,6
char__priest,utt__train_ep_002126__007,train_ep_002126,7
char__knight,utt__train_ep_002126__008,train_ep_002126,8
char__priest,utt__train_ep_002126__009,train_ep_002126,9
char__knight,utt__train_ep_002126__010,train_ep_002126,10
char__priest,utt__train_ep_002126__011,train_ep_002126,11
char__knight,utt__train_ep_002126__012,train_ep_002126,12
char__priest,utt__train_ep_002126__013,train_ep_002126,13
char__king,utt__train_ep_002127__000,train_ep_002127,0
char__king,utt__train_ep_002127__001,train_ep_002127,1
char__king,utt__train_ep_002127__002,train_ep_002127,2
char__king,utt__train_ep_002127__003,train_ep_002127,3
char__king,utt__train_ep_002127__004,train_ep_002127,4
char__king,utt__train_ep_002127__005,train_ep_002127,5
char__king,utt__train_ep_002127__006,train_ep_002127,6
char__king,utt__train_ep_002127__007,train_ep_002127,7
char__king,utt__train_ep_002127__008,train_ep_002127,8
char__king,utt__train_ep_002127__009,train_ep_002127,9
char__king,utt__train_ep_002127__010,train_ep_002127,10
char__king,utt__train_ep_002127__011,train_ep_002127,11
char__king,utt__train_ep_002127__012,train_ep_002127,12
char__king,utt__train_ep_002127__013,train_ep_002127,13
char__queen,utt__train_ep_002128__000,train_ep_002128,0
char__prince,utt__train_ep_002128__001,train_ep_002128,1
char__queen,utt__train_ep_002128__002,train_ep_002128,2
char__prince,utt__train_ep_002128__003,train_ep_002128,3
char__queen,utt__train_ep_002128__004,train_ep_002128,4
char__prince,utt__train_ep_002128__005,train_ep_002128,5
char__queen,utt__train_ep_002128__006,train_ep_002128,6
char__prince,utt__train_ep_002128__007,train_ep_002128,7
char__queen,utt__train_ep_002128__008,train_ep_002128,8
char__prince,utt__train_ep_002128__009,train_ep_002128,9
char__queen,utt__train_ep_002128__010,train_ep_002128,10
char__prince,utt__train_ep_002128__011,train_ep_002128,11
char__queen,utt__train_ep_002128__012,train_ep_002128,12
char__prince,utt__train_ep_002128__013,train_ep_002128,13
char__evil_witch,utt__train_ep_002129__000,train_ep_002129,0
char__peasant,utt__train_ep_002129__001,train_ep_002129,1
char__evil_witch,utt__train_ep_002129__002,train_ep_002129,2
char__peasant,utt__train_ep_002129__003,train_ep_002129,3
char__evil_witch,utt__train_ep_002129__004,train_ep_002129,4
char__peasant,utt__train_ep_002129__005,train_ep_002129,5
char__evil_witch,utt__train_ep_002129__006,train_ep_002129,6
char__peasant,utt__train_ep_002129__007,train_ep_002129,7
char__evil_witch,utt__train_ep_002129__008,train_ep_002129,8
char__peasant,utt__train_ep_002129__009,train_ep_002129,9
char__evil_witch,utt__train_ep_002129__010,train_ep_002129,10
char__peasant,utt__train_ep_002129__011,train_ep_002129,11
char__evil_witch,utt__train_ep_002129__012,train_ep_002129,12
char__peasant,utt__train_ep_002129__013,train_ep_002129,13
char__captive,utt__train_ep_002130__000,train_ep_002130,0
char__young_boy_who_is_a_deck_hand,utt__train_ep_002130__001,train_ep_002130,1
char__captive,utt__train_ep_002130__002,train_ep_002130,2
char__young_boy_who_is_a_deck_hand,utt__train_ep_002130__003,train_ep_002130,3
char__captive,utt__train_ep_002130__004,train_ep_002130,4
char__young_boy_who_is_a_deck_hand,utt__train_ep_002130__005,train_ep_002130,5
char__captive,utt__train_ep_002130__006,train_ep_002130,6
char__young_boy_who_is_a_deck_hand,utt__train_ep_002130__007,train_ep_002130,7
char__captive,utt__train_ep_002130__008,train_ep_002130,8
char__young_boy_who_is_a_deck_hand,utt__train_ep_002130__009,train_ep_002130,9
char__captive,utt__train_ep_002130__010,train_ep_002130,10
char__young_boy_who_is_a_deck_hand,utt__train_ep_002130__011,train_ep_002130,11
char__captive,utt__train_ep_002130__012,train_ep_002130,12
char__young_boy_who_is_a_deck_hand,utt__train_ep_002130__013,train_ep_002130,13
char__groundskeeper,utt__train_ep_002131__000,train_ep_002131,0
char__archer,utt__train_ep_002131__001,train_ep_002131,1
char__groundskeeper,utt__train_ep_002131__002,train_ep_002131,2
char__archer,utt__train_ep_002131__003,train_ep_002131,3
char__groundskeeper,utt__train_ep_002131__004,train_ep_002131,4
char__archer,utt__train_ep_002131__005,train_ep_002131,5
char__groundskeeper,utt__train_ep_002131__006,train_ep_002131,6
char__archer,utt__train_ep_002131__007,train_ep_002131,7
char__groundskeeper,utt__train_ep_002131__008,train_ep_002131,8
char__archer,utt__train_ep_002131__009,train_ep_002131,9
char__groundskeeper,utt__train_ep_002131__010,train_ep_002131,10
char__archer,utt__train_ep_002131__011,train_ep_002131,11
char__groundskeeper,utt__train_ep_002131__012,train_ep_002131,12
char__archer,utt__train_ep_002131__013,train_ep_002131,13
char__well_off_business_man,utt__train_ep_002132__000,train_ep_002132,0
char__daughter,utt__train_ep_002132__001,train_ep_002132,1
char__well_off_business_man,utt__train_ep_002132__002,train_ep_002132,2
char__daughter,utt__train_ep_002132__003,train_ep_002132,3
char__well_off_business_man,utt__train_ep_002132__004,train_ep_002132,4
char__daughter,utt__train_ep_002132__005,train_ep_002132,5
char__well_off_business_man,utt__train_ep_002132__006,train_ep_002132,6
char__daughter,utt__train_ep_002132__007,train_ep_002132,7
char__well_off_business_man,utt__train_ep_002132__008,train_ep_002132,8
char__daughter,utt__train_ep_002132__009,train_ep_002132,9
char__well_off_business_man,utt__train_ep_002132__010,train_ep_002132,10
char__daughter,utt__train_ep_002132__011,train_ep_002132,11
char__well_off_business_man,utt__train_ep_002132__012,train_ep_002132,12
char__daughter,utt__train_ep_002132__013,train_ep_002132,13
char__cook,utt__train_ep_002133__000,train_ep_002133,0
char__maid,utt__train_ep_002133__001,train_ep_002133,1
char__cook,utt__train_ep_002133__002,train_ep_002133,2
char__maid,utt__train_ep_002133__003,train_ep_002133,3
char__cook,utt__train_ep_002133__004,train_ep_002133,4
char__maid,utt__train_ep_002133__005,train_ep_002133,5
char__cook,utt__train_ep_002133__006,train_ep_002133,6
char__maid,utt__train_ep_002133__007,train_ep_002133,7
char__cook,utt__train_ep_002133__008,train_ep_002133,8
char__maid,utt__train_ep_002133__009,train_ep_002133,9
char__cook,utt__train_ep_002133__010,train_ep_002133,10
char__maid,utt__train_ep_002133__011,train_ep_002133,11
char__cook,utt__train_ep_002133__012,train_ep_002133,12
char__maid,utt__train_ep_002133__013,train_ep_002133,13
char__villager,utt__train_ep_002134__000,train_ep_002134,0
char__cooker,utt__train_ep_002134__001,train_ep_002134,1
char__villager,utt__train_ep_002134__002,train_ep_002134,2
char__cooker,utt__train_ep_002134__003,train_ep_002134,3
char__villager,utt__train_ep_002134__004,train_ep_002134,4
char__cooker,utt__train_ep_002134__005,train_ep_002134,5
char__villager,utt__train_ep_002134__006,train_ep_002134,6
char__cooker,utt__train_ep_002134__007,train_ep_002134,7
char__villager,utt__train_ep_002134__008,train_ep_002134,8
char__cooker,utt__train_ep_002134__009,train_ep_002134,9
char__villager,utt__train_ep_002134__010,train_ep_002134,10
char__cooker,utt__train_ep_002134__011,train_ep_002134,11
char__villager,utt__train_ep_002134__012,train_ep_002134,12
char__cooker,utt__train_ep_002134__013,train_ep_002134,13
char__animal,utt__train_ep_002135__000,train_ep_002135,0
char__farmer_bob_s_wife,utt__train_ep_002135__001,train_ep_002135,1
char__animal,utt__train_ep_002135__002,train_ep_002135,2
char__farmer_bob_s_wife,utt__train_ep_002135__003,train_ep_002135,3
char__animal,utt__train_ep_002135__004,train_ep_002135,4
char__farmer_bob_s_wife,utt__train_ep_002135__005,train_ep_002135,5
char__animal,utt__train_ep_002135__006,train_ep_002135,6
char__farmer_bob_s_wife,utt__train_ep_002135__007,train_ep_002135,7
char__animal,utt__train_ep_002135__008,train_ep_002135,8
char__farmer_bob_s_wife,utt__train_ep_002135__009,train_ep_002135,9
char__animal,utt__train_ep_002135__010,train_ep_002135,10
char__farmer_bob_s_wife,utt__train_ep_002135__011,train_ep_002135,11
char__animal,utt__train_ep_002135__012,train_ep_002135,12
char__farmer_bob_s_wife,utt__train_ep_002135__013,train_ep_002135,13
char__archaeologists,utt__train_ep_002136__000,train_ep_002136,0
char__robber,utt__train_ep_002136__001,train_ep_002136,1
char__archaeologists,utt__train_ep_002136__002,train_ep_002136,2
char__robber,utt__train_ep_002136__003,train_ep_002136,3
char__archaeologists,utt__train_ep_002136__004,train_ep_002136,4
char__robber,utt__train_ep_002136__005,train_ep_002136,5
char__archaeologists,utt__train_ep_002136__006,train_ep_002136,6
char__robber,utt__train_ep_002136__007,train_ep_002136,7
char__archaeologists,utt__train_ep_002136__008,train_ep_002136,8
char__robber,utt__train_ep_002136__009,train_ep_002136,9
char__archaeologists,utt__train_ep_002136__010,train_ep_002136,10
char__robber,utt__train_ep_002136__011,train_ep_002136,11
char__archaeologists,utt__train_ep_002136__012,train_ep_002136,12
char__robber,utt__train_ep_002136__013,train_ep_002136,13
char__old_maniacal_man,utt__train_ep_002137__000,train_ep_002137,0
char__pet_bird,utt__train_ep_002137__001,train_ep_002137,1
char__old_maniacal_man,utt__train_ep_002137__002,train_ep_002137,2
char__pet_bird,utt__train_ep_002137__003,train_ep_002137,3
char__old_maniacal_man,utt__train_ep_002137__004,train_ep_002137,4
char__pet_bird,utt__train_ep_002137__005,train_ep_002137,5
char__old_maniacal_man,utt__train_ep_002137__006,train_ep_002137,6
char__pet_bird,utt__train_ep_002137__007,train_ep_002137,7
char__old_maniacal_man,utt__train_ep_002137__008,train_ep_002137,8
char__pet_bird,utt__train_ep_002137__009,train_ep_002137,9
char__old_maniacal_man,utt__train_ep_002137__010,train_ep_002137,10
char__pet_bird,utt__train_ep_002137__011,train_ep_002137,11
char__old_maniacal_man,utt__train_ep_002137__012,train_ep_002137,12
char__pet_bird,utt__train_ep_002137__013,train_ep_002137,13
char__priest,utt__train_ep_002138__000,train_ep_002138,0
char__parishioner,utt__train_ep_002138__001,train_ep_002138,1
char__priest,utt__train_ep_002138__002,train_ep_002138,2
char__parishioner,utt__train_ep_002138__003,train_ep_002138,3
char__priest,utt__train_ep_002138__004,train_ep_002138,4
char__parishioner,utt__train_ep_002138__005,train_ep_002138,5
char__priest,utt__train_ep_002138__006,train_ep_002138,6
char__parishioner,utt__train_ep_002138__007,train_ep_002138,7
char__priest,utt__train_ep_002138__008,train_ep_002138,8
char__parishioner,utt__train_ep_002138__009,train_ep_002138,9
char__priest,utt__train_ep_002138__010,train_ep_002138,10
char__parishioner,utt__train_ep_002138__011,train_ep_002138,11
char__priest,utt__train_ep_002138__012,train_ep_002138,12
char__parishioner,utt__train_ep_002138__013,train_ep_002138,13
char__knight,utt__train_ep_002139__000,train_ep_002139,0
char__army,utt__train_ep_002139__001,train_ep_002139,1
char__knight,utt__train_ep_002139__002,train_ep_002139,2
char__army,utt__train_ep_002139__003,train_ep_002139,3
char__knight,utt__train_ep_002139__004,train_ep_002139,4
char__army,utt__train_ep_002139__005,train_ep_002139,5
char__knight,utt__train_ep_002139__006,train_ep_002139,6
char__army,utt__train_ep_002139__007,train_ep_002139,7
char__knight,utt__train_ep_002139__008,train_ep_002139,8
char__army,utt__train_ep_002139__009,train_ep_002139,9
char__knight,utt__train_ep_002139__010,train_ep_002139,10
char__army,utt__train_ep_002139__011,train_ep_002139,11
char__knight,utt__train_ep_002139__012,train_ep_002139,12
char__army,utt__train_ep_002139__013,train_ep_002139,13
char__wise_woman,utt__train_ep_002140__000,train_ep_002140,0
char__ghost,utt__train_ep_002140__001,train_ep_002140,1
char__wise_woman,utt__train_ep_002140__002,train_ep_002140,2
char__ghost,utt__train_ep_002140__003,train_ep_002140,3
char__wise_woman,utt__train_ep_002140__004,train_ep_002140,4
char__ghost,utt__train_ep_002140__005,train_ep_002140,5
char__wise_woman,utt__train_ep_002140__006,train_ep_002140,6
char__ghost,utt__train_ep_002140__007,train_ep_002140,7
char__wise_woman,utt__train_ep_002140__008,train_ep_002140,8
char__ghost,utt__train_ep_002140__009,train_ep_002140,9
char__wise_woman,utt__train_ep_002140__010,train_ep_002140,10
char__ghost,utt__train_ep_002140__011,train_ep_002140,11
char__wise_woman,utt__train_ep_002140__012,train_ep_002140,12
char__ghost,utt__train_ep_002140__013,train_ep_002140,13
char__king,utt__train_ep_002141__000,train_ep_002141,0
char__musician,utt__train_ep_002141__001,train_ep_002141,1
char__king,utt__train_ep_002141__002,train_ep_002141,2
char__musician,utt__train_ep_002141__003,train_ep_002141,3
char__king,utt__train_ep_002141__004,train_ep_002141,4
char__musician,utt__train_ep_002141__005,train_ep_002141,5
char__king,utt__train_ep_002141__006,train_ep_002141,6
char__musician,utt__train_ep_002141__007,train_ep_002141,7
char__king,utt__train_ep_002141__008,train_ep_002141,8
char__musician,utt__train_ep_002141__009,train_ep_002141,9
char__king,utt__train_ep_002141__010,train_ep_002141,10
char__musician,utt__train_ep_002141__011,train_ep_002141,11
char__king,utt__train_ep_002141__012,train_ep_002141,12
char__musician,utt__train_ep_002141__013,train_ep_002141,13
char__high_priest,utt__train_ep_002142__000,train_ep_002142,0
char__follower,utt__train_ep_002142__001,train_ep_002142,1
char__high_priest,utt__train_ep_002142__002,train_ep_002142,2
char__follower,utt__train_ep_002142__003,train_ep_002142,3
char__high_priest,utt__train_ep_002142__004,train_ep_002142,4
char__follower,utt__train_ep_002142__005,train_ep_002142,5
char__high_priest,utt__train_ep_002142__006,train_ep_002142,6
char__follower,utt__train_ep_002142__007,train_ep_002142,7
char__high_priest,utt__train_ep_002142__008,train_ep_002142,8
char__follower,utt__train_ep_002142__009,train_ep_002142,9
char__high_priest,utt__train_ep_002142__010,train_ep_002142,10
char__follower,utt__train_ep_002142__011,train_ep_002142,11
char__high_priest,utt__train_ep_002142__012,train_ep_002142,12
char__follower,utt__train_ep_002142__013,train_ep_002142,13
char__villagers,utt__train_ep_002143__000,train_ep_002143,0
char__treasure_seekers,utt__train_ep_002143__001,train_ep_002143,1
char__villagers,utt__train_ep_002143__002,train_ep_002143,2
char__treasure_seekers,utt__train_ep_002143__003,train_ep_002143,3
char__villagers,utt__train_ep_002143__004,train_ep_002143,4
char__treasure_seekers,utt__train_ep_002143__005,train_ep_002143,5
char__villagers,utt__train_ep_002143__006,train_ep_002143,6
char__treasure_seekers,utt__train_ep_002143__007,train_ep_002143,7
char__villagers,utt__train_ep_002143__008,train_ep_002143,8
char__treasure_seekers,utt__train_ep_002143__009,train_ep_002143,9
char__villagers,utt__train_ep_002143__010,train_ep_002143,10
char__treasure_seekers,utt__train_ep_002143__011,train_ep_002143,11
char__villagers,utt__train_ep_002143__012,train_ep_002143,12
char__treasure_seekers,utt__train_ep_002143__013,train_ep_002143,13
char__god_of_their_pagan_religion,utt__train_ep_002144__000,train_ep_002144,0
char__man,utt__train_ep_002144__001,train_ep_002144,1
char__god_of_their_pagan_religion,utt__train_ep_002144__002,train_ep_002144,2
char__man,utt__train_ep_002144__003,train_ep_002144,3
char__god_of_their_pagan_religion,utt__train_ep_002144__004,train_ep_002144,4
char__man,utt__train_ep_002144__005,train_ep_002144,5
char__god_of_their_pagan_religion,utt__train_ep_002144__006,train_ep_002144,6
char__man,utt__train_ep_002144__007,train_ep_002144,7
char__god_of_their_pagan_religion,utt__train_ep_002144__008,train_ep_002144,8
char__man,utt__train_ep_002144__009,train_ep_002144,9
char__god_of_their_pagan_religion,utt__train_ep_002144__010,train_ep_002144,10
char__man,utt__train_ep_002144__011,train_ep_002144,11
char__god_of_their_pagan_religion,utt__train_ep_002144__012,train_ep_002144,12
char__man,utt__train_ep_002144__013,train_ep_002144,13
char__bandit,utt__train_ep_002145__000,train_ep_002145,0
char__archaeologist,utt__train_ep_002145__001,train_ep_002145,1
char__bandit,utt__train_ep_002145__002,train_ep_002145,2
char__archaeologist,utt__train_ep_002145__003,train_ep_002145,3
char__bandit,utt__train_ep_002145__004,train_ep_002145,4
char__archaeologist,utt__train_ep_002145__005,train_ep_002145,5
char__bandit,utt__train_ep_002145__006,train_ep_002145,6
char__archaeologist,utt__train_ep_002145__007,train_ep_002145,7
char__bandit,utt__train_ep_002145__008,train_ep_002145,8
char__archaeologist,utt__train_ep_002145__009,train_ep_002145,9
char__bandit,utt__train_ep_002145__010,train_ep_002145,10
char__archaeologist,utt__train_ep_002145__011,train_ep_002145,11
char__bandit,utt__train_ep_002145__012,train_ep_002145,12
char__archaeologist,utt__train_ep_002145__013,train_ep_002145,13
char__traveler,utt__train_ep_002146__000,train_ep_002146,0
char__spider,utt__train_ep_002146__001,train_ep_002146,1
char__traveler,utt__train_ep_002146__002,train_ep_002146,2
char__spider,utt__train_ep_002146__003,train_ep_002146,3
char__traveler,utt__train_ep_002146__004,train_ep_002146,4
char__spider,utt__train_ep_002146__005,train_ep_002146,5
char__traveler,utt__train_ep_002146__006,train_ep_002146,6
char__spider,utt__train_ep_002146__007,train_ep_002146,7
char__traveler,utt__train_ep_002146__008,train_ep_002146,8
char__spider,utt__train_ep_002146__009,train_ep_002146,9
char__traveler,utt__train_ep_002146__010,train_ep_002146,10
char__spider,utt__train_ep_002146__011,train_ep_002146,11
char__traveler,utt__train_ep_002146__012,train_ep_002146,12
char__spider,utt__train_ep_002146__013,train_ep_002146,13
char__miner,utt__train_ep_002147__000,train_ep_002147,0
char__old_homeless_man,utt__train_ep_002147__001,train_ep_002147,1
char__miner,utt__train_ep_002147__002,train_ep_002147,2
char__old_homeless_man,utt__train_ep_002147__003,train_ep_002147,3
char__miner,utt__train_ep_002147__004,train_ep_002147,4
char__old_homeless_man,utt__train_ep_002147__005,train_ep_002147,5
char__miner,utt__train_ep_002147__006,train_ep_002147,6
char__old_homeless_man,utt__train_ep_002147__007,train_ep_002147,7
char__miner,utt__train_ep_002147__008,train_ep_002147,8
char__old_homeless_man,utt__train_ep_002147__009,train_ep_002147,9
char__miner,utt__train_ep_002147__010,train_ep_002147,10
char__old_homeless_man,utt__train_ep_002147__011,train_ep_002147,11
char__miner,utt__train_ep_002147__012,train_ep_002147,12
char__old_homeless_man,utt__train_ep_002147__013,train_ep_002147,13
char__royal_family,utt__train_ep_002148__000,train_ep_002148,0
char__king,utt__train_ep_002148__001,train_ep_002148,1
char__royal_family,utt__train_ep_002148__002,train_ep_002148,2
char__king,utt__train_ep_002148__003,train_ep_002148,3
char__royal_family,utt__train_ep_002148__004,train_ep_002148,4
char__king,utt__train_ep_002148__005,train_ep_002148,5
char__royal_family,utt__train_ep_002148__006,train_ep_002148,6
char__king,utt__train_ep_002148__007,train_ep_002148,7
char__royal_family,utt__train_ep_002148__008,train_ep_002148,8
char__king,utt__train_ep_002148__009,train_ep_002148,9
char__royal_family,utt__train_ep_002148__010,train_ep_002148,10
char__king,utt__train_ep_002148__011,train_ep_002148,11
char__royal_family,utt__train_ep_002148__012,train_ep_002148,12
char__king,utt__train_ep_002148__013,train_ep_002148,13
char__knight,utt__train_ep_002149__000,train_ep_002149,0
char__king,utt__train_ep_002149__001,train_ep_002149,1
char__knight,utt__train_ep_002149__002,train_ep_002149,2
char__king,utt__train_ep_002149__003,train_ep_002149,3
char__knight,utt__train_ep_002149__004,train_ep_002149,4
char__king,utt__train_ep_002149__005,train_ep_002149,5
char__knight,utt__train_ep_002149__006,train_ep_002149,6
char__king,utt__train_ep_002149__007,train_ep_002149,7
char__knight,utt__train_ep_002149__008,train_ep_002149,8
char__king,utt__train_ep_002149__009,train_ep_002149,9
char__knight,utt__train_ep_002149__010,train_ep_002149,10
char__king,utt__train_ep_002149__011,train_ep_002149,11
char__knight,utt__train_ep_002149__012,train_ep_002149,12
char__king,utt__train_ep_002149__013,train_ep_002149,13
char__toucan,utt__train_ep_002150__000,train_ep_002150,0
char__lizards,utt__train_ep_002150__001,train_ep_002150,1
char__toucan,utt__train_ep_002150__002,train_ep_002150,2
char__lizards,utt__train_ep_002150__003,train_ep_002150,3
char__toucan,utt__train_ep_002150__004,train_ep_002150,4
char__lizards,utt__train_ep_002150__005,train_ep_002150,5
char__toucan,utt__train_ep_002150__006,train_ep_002150,6
char__lizards,utt__train_ep_002150__007,train_ep_002150,7
char__toucan,utt__train_ep_002150__008,train_ep_002150,8
char__lizards,utt__train_ep_002150__009,train_ep_002150,9
char__toucan,utt__train_ep_002150__010,train_ep_002150,10
char__lizards,utt__train_ep_002150__011,train_ep_002150,11
char__toucan,utt__train_ep_002150__012,train_ep_002150,12
char__lizards,utt__train_ep_002150__013,train_ep_002150,13
char__rat,utt__train_ep_002151__000,train_ep_002151,0
char__peasant,utt__train_ep_002151__001,train_ep_002151,1
char__rat,utt__train_ep_002151__002,train_ep_002151,2
char__peasant,utt__train_ep_002151__003,train_ep_002151,3
char__rat,utt__train_ep_002151__004,train_ep_002151,4
char__peasant,utt__train_ep_002151__005,train_ep_002151,5
char__rat,utt__train_ep_002151__006,train_ep_002151,6
char__peasant,utt__train_ep_002151__007,train_ep_002151,7
char__rat,utt__train_ep_002151__008,train_ep_002151,8
char__peasant,utt__train_ep_002151__009,train_ep_002151,9
char__rat,utt__train_ep_002151__010,train_ep_002151,10
char__peasant,utt__train_ep_002151__011,train_ep_002151,11
char__rat,utt__train_ep_002151__012,train_ep_002151,12
char__peasant,utt__train_ep_002151__013,train_ep_002151,13
char__lady_of_the_house,utt__train_ep_002152__000,train_ep_002152,0
char__guest,utt__train_ep_002152__001,train_ep_002152,1
char__lady_of_the_house,utt__train_ep_002152__002,train_ep_002152,2
char__guest,utt__train_ep_002152__003,train_ep_002152,3
char__lady_of_the_house,utt__train_ep_002152__004,train_ep_002152,4
char__guest,utt__train_ep_002152__005,train_ep_002152,5
