source_character_id,target_character_id,source_character_name,target_character_name,co_episode_count,is_focus_character_pair
char__drunk_reeling_out_of_the_saloon,char__pond_visitor,drunk reeling out of the saloon,pond visitor,1,False
char__goat,char__horse,goat,horse,1,False
char__preacher,char__priest,preacher,priest,1,False
char__businessman,char__hunter,businessman,hunter,1,False
char__homeless_man,char__runaway,homeless man,runaway,1,False
char__butterfly,char__wasp,butterfly,wasp,2,False
char__deer,char__dragon,deer,dragon,3,False
char__frog,char__worker,frog,worker,6,False
char__priest,char__traveller,priest,traveller,3,False
char__knight,char__monk,knight,monk,1,False
char__monk,char__person,monk,person,8,False
char__helpers,char__painter,helpers,painter,6,False
char__farmers,char__vendor,farmers,vendor,3,False
char__bird,char__cat,bird,cat,6,False
char__bat,char__raccoon,bat,raccoon,2,False
char__mouse,char__thief,mouse,thief,2,False
char__fisherman,char__policeman_walking_a_beat,fisherman,policeman walking a beat,1,False
char__bat,char__spirits,bat,spirits,4,False
char__thief,char__tribesman,thief,tribesman,1,False
char__large_spiders,char__ogre,large spiders,ogre,7,False
char__cat,char__challenger,cat,challenger,1,False
char__beetle,char__crow,beetle,crow,1,False
char__deer,char__insects,deer,insects,2,False
char__child,char__visitor,child,visitor,1,False
char__animal,char__maid,animal,maid,1,False
char__bloodied_prisoner,char__enemy,bloodied prisoner,enemy,1,False
char__guard,char__man,guard,man,1,False
char__armed_guardsmen,char__soldiers,armed guardsmen,soldiers,1,False
char__man,char__old_men,man,old men,1,False
char__doctor,char__king,doctor,king,2,True
char__horse,char__merchant,horse,merchant,3,False
char__grave_digger,char__grounds_keeper,grave digger,grounds keeper,2,False
char__camel,char__old_maniacal_man,camel,old maniacal man,1,False
char__town_baker,char__troll,town baker,troll,1,False
char__enemy,char__queen,enemy,queen,3,False
char__fairy,char__master_wizard,fairy,master wizard,2,False
char__elderly_man,char__noble,elderly man,noble,2,False
char__customer,char__spiders,customer,spiders,1,False
char__mice,char__roach,mice,roach,2,False
char__crow,char__dwarf,crow,dwarf,1,False
char__gnome,char__mystical_lion,gnome,mystical lion,7,False
char__monk,char__peasant,monk,peasant,4,False
char__peasant,char__priests,peasant,priests,3,False
char__bartender,char__wolves,bartender,wolves,2,False
char__although_the_temple_is_full_no_one_is_speaking_and_all_you_can_hear_are_muted_scuffling_feet,char__ghost,although the temple is full no one is speaking and all you can hear are muted scuffling feet,ghost,2,False
char__snake,char__witch,snake,witch,4,False
char__gamekeeper,char__ghost,gamekeeper,ghost,1,False
char__knight,char__trolls,knight,trolls,2,False
char__lost_traveler,char__traveler_long_past,lost traveler,traveler long past,9,False
char__enigmatic_wizard,char__roach,enigmatic wizard,roach,1,False
char__cockroach,char__criminal,cockroach,criminal,1,False
char__prince,char__rat,prince,rat,1,False
char__painter,char__person,painter,person,1,False
char__lord_chamberlain,char__queen,lord chamberlain,queen,1,False
char__deity,char__pheasant,deity,pheasant,1,False
char__bat,char__ghost,bat,ghost,6,False
char__dolphin,char__sea_witch,dolphin,sea witch,1,False
char__kings_bodyguard,char__princess,kings bodyguard,princess,1,False
char__gravedigger,char__peasant,gravedigger,peasant,6,False
char__cat,char__character,cat,character,1,False
char__spirit,char__spirits,spirit,spirits,4,False
char__gecko,char__tribe_chief,gecko,tribe chief,1,False
char__prisoner,char__royalty,prisoner,royalty,2,False
char__king,char__nun,king,nun,1,True
char__animal,char__cow,animal,cow,4,False
char__child,char__deer,child,deer,3,False
char__bears_cubs_it_fights_to_protect,char__snake,bears cubs it fights to protect,snake,1,False
char__guard,char__supplicant,guard,supplicant,1,False
char__bishop,char__parishioner,bishop,parishioner,2,False
char__mariner,char__mistress,mariner,mistress,1,False
char__character,char__man,character,man,1,False
char__court_wizard,char__watchmen,court wizard,watchmen,1,False
char__old_men,char__person,old men,person,2,False
char__fairy,char__priest,fairy,priest,1,False
char__family_dog,char__towns_folk,family dog,towns folk,1,False
char__child,char__fellow_traveler,child,fellow traveler,1,False
char__goblin,char__troll,goblin,troll,5,False
char__guest,char__thief,guest,thief,5,False
char__elderly_man,char__ghost,elderly man,ghost,2,False
char__scalawag,char__spiders,scalawag,spiders,1,False
char__knight,char__roach,knight,roach,4,False
char__mystical_lion,char__spirit,mystical lion,spirit,1,False
char__priests,char__woman,priests,woman,1,False
char__bartender,char__rat,bartender,rat,1,False
char__although_the_temple_is_full_no_one_is_speaking_and_all_you_can_hear_are_muted_scuffling_feet,char__deity,although the temple is full no one is speaking and all you can hear are muted scuffling feet,deity,2,False
char__fairy_interpreter,char__praying_mantis,fairy interpreter,praying mantis,2,False
char__demon,char__gods,demon,gods,6,False
char__cardinal,char__pilgrims,cardinal,pilgrims,2,False
char__baby_dragon,char__roach,baby dragon,roach,3,False
char__criminal,char__rat,criminal,rat,3,False
char__artist,char__fruit_bat,artist,fruit bat,1,False
char__dragon,char__horse,dragon,horse,1,False
char__rat,char__villager,rat,villager,4,False
char__king,char__messenger,king,messenger,1,True
char__entertainer,char__king,entertainer,king,1,True
char__clergyman,char__criminal,clergyman,criminal,1,False
char__enemy,char__person,enemy,person,1,False
char__archaeologist,char__creature,archaeologist,creature,1,False
char__fish,char__turtle,fish,turtle,5,False
char__evil_wizard,char__weary_traveler,evil wizard,weary traveler,1,False
char__woman,char__worms,woman,worms,2,False
char__genie,char__vulture,genie,vulture,1,False
char__gobber,char__hoakbera,gobber,hoakbera,3,False
char__castle_guards,char__traveler,castle guards,traveler,6,False
char__person,char__worms,person,worms,4,False
char__father,char__sister,father,sister,2,False
char__customer,char__vendor,customer,vendor,6,False
char__bird,char__person,bird,person,14,False
char__farm_worker,char__grandfather,farm worker,grandfather,2,False
char__emperor,char__person,emperor,person,1,False
char__assistant_chef,char__maid,assistant chef,maid,2,False
char__fish,char__witch,fish,witch,3,False
char__assassin,char__child,assassin,child,1,False
char__castle_guard,char__rat,castle guard,rat,1,False
char__groundskeeper_of_the_castle,char__pet_cat,groundskeeper of the castle,pet cat,3,False
char__mystical_dragon,char__sword_makers,mystical dragon,sword makers,1,False
char__king,char__religious_clerk,king,religious clerk,3,True
char__bat_queen,char__troll,bat queen,troll,2,False
char__maid,char__person,maid,person,6,False
char__cat,char__person,cat,person,2,False
char__child,char__creature,child,creature,1,False
char__bedbug,char__town_baker,bedbug,town baker,2,False
char__monk,char__priest_s_mistress,monk,priest's mistress,2,False
char__person_on_a_pilgrimage,char__teacher,person on a pilgrimage,teacher,1,False
char__mariner,char__merchant,mariner,merchant,1,False
char__bear,char__yeti,bear,yeti,1,False
char__bat,char__soldier,bat,soldier,2,False
char__dog,char__king,dog,king,2,True
char__blacksmith,char__child,blacksmith,child,2,False
char__military_commander,char__soldier,military commander,soldier,1,False
char__flirty_barmaid,char__person,flirty barmaid,person,1,False
char__person,char__worshipper,person,worshipper,1,False
char__customer,char__king,customer,king,3,True
char__police,char__traveler,police,traveler,2,False
char__fairy,char__people,fairy,people,4,False
char__faerie,char__frog,faerie,frog,3,False
char__alter_boy,char__priest,alter boy,priest,5,False
char__rival_jeweler,char__townsperson,rival jeweler,townsperson,1,False
char__ghost,char__zombie,ghost,zombie,4,False
char__fisherman,char__tern,fisherman,tern,2,False
char__camel,char__person,camel,person,1,False
char__future_heir_to_the_throne,char__queen,future heir to the throne,queen,2,False
char__predator,char__turtles,predator,turtles,1,False
char__lector,char__priests,lector,priests,1,False
char__his_father,char__king,his father,king,4,True
char__altar_boy,char__villager,altar boy,villager,1,False
char__fighter,char__squire,fighter,squire,1,False
char__big_sheep_like_brown_dog,char__father,big sheep-like brown dog,father,1,False
char__king,char__stable_caretaker,king,stable caretaker,1,True
char__groom,char__preacher,groom,preacher,2,False
char__farmer,char__orc,farmer,orc,1,False
char__husband,char__mother,husband,mother,6,False
char__family_member,char__maid,family member,maid,6,False
char__traveler,char__turtle_can_t_escape_fast_enough_to_avoid_being_eaten,traveler,turtle can't escape fast enough to avoid being eaten,2,False
char__king_s_guardsmen,char__large_experienced_guard_with_a_grizzly_expression,king's guardsmen,large experienced guard with a grizzly expression,2,False
char__diplomat,char__king,diplomat,king,8,True
char__faery,char__wizard,faery,wizard,5,False
char__formal,char__mayor,formal,mayor,1,False
char__his_wolf_companion_always_at_his_side,char__trader,his wolf companion always at his side,trader,3,False
char__pet_goldfish,char__servant,pet goldfish,servant,1,False
char__subject,char__village,subject,village,1,False
char__guard,char__knight_captain_or_general_that_may_oversee_the_guards,guard,knight captain or general that may oversee the guards,5,False
char__child,char__king_s_trusted_adviser,child,king's trusted adviser,1,False
char__family_member,char__farmer,family member,farmer,5,False
char__frog,char__town_game_warden,frog,town game warden,1,False
char__follower,char__priest,follower,priest,2,False
char__adventurer,char__child,adventurer,child,2,False
char__knight,char__priest,knight,priest,1,False
char__evil_witch,char__peasant,evil witch,peasant,1,False
char__captive,char__young_boy_who_is_a_deck_hand,captive,young boy who is a deck hand,1,False
char__archer,char__groundskeeper,archer,groundskeeper,2,False
char__archaeologists,char__robber,archaeologists,robber,1,False
char__old_maniacal_man,char__pet_bird,old maniacal man,pet bird,1,False
char__parishioner,char__priest,parishioner,priest,4,False
char__army,char__knight,army,knight,3,False
char__ghost,char__wise_woman,ghost,wise woman,3,False
char__treasure_seekers,char__villagers,treasure seekers,villagers,1,False
char__god_of_their_pagan_religion,char__man,god of their pagan religion,man,1,False
char__spider,char__traveler,spider,traveler,1,False
char__king,char__royal_family,king,royal family,7,True
char__priests,char__torturer,priests,torturer,1,False
char__ambassador,char__woman,ambassador,woman,1,False
char__dogs,char__traitor,dogs,traitor,7,False
char__person,char__teachers,person,teachers,1,False
char__cow,char__rabbit,cow,rabbit,6,False
char__deer,char__wench,deer,wench,4,False
char__mysterious_owner,char__owner,mysterious owner,owner,2,False
char__duke,char__hunter,duke,hunter,4,False
char__person,char__they_are_not_quite_outcast,person,they are not quite outcast,4,False
char__hawk,char__skeleton,hawk,skeleton,1,False
char__torturer,char__traitor,torturer,traitor,1,False
char__guard,char__inhabitant,guard,inhabitant,3,False
char__family_member,char__servant,family member,servant,6,False
char__alligator,char__peasant,alligator,peasant,2,False
char__guard,char__worshipper,guard,worshipper,5,False
char__maester,char__priest,maester,priest,1,False
char__rabbit,char__vagrants,rabbit,vagrants,2,False
char__turtles,char__witch,turtles,witch,1,False
char__grass_snake,char__royal_family,grass snake,royal family,2,False
char__creature,char__witch,creature,witch,5,False
char__old_woman,char__rat,old woman,rat,1,False
char__animal,char__stray_cat_sun_bathing,animal,stray cat sun-bathing,8,False
char__congregant,char__historian,congregant,historian,7,False
char__inhabitant,char__royal_family_member,inhabitant,royal family member,5,False
char__dungeon_master,char__soldier,dungeon master,soldier,1,False
char__dog,char__peasant,dog,peasant,2,False
char__rodent,char__temple_members,rodent,temple members,5,False
char__gravedigger,char__horse_tied_up_in_front_of_a_shop,gravedigger,horse tied up in front of a shop,1,False
char__mouse,char__queen,mouse,queen,2,False
char__animal,char__man,animal,man,4,False
char__debtor,char__prisoner,debtor,prisoner,5,False
char__god,char__knight,god,knight,3,False
char__animal,char__woodpecker,animal,woodpecker,7,False
char__acolyte_preparing_for_evening_prayer_service,char__animal,acolyte preparing for evening prayer service,animal,1,False
char__empress,char__royal_family,empress,royal family,1,False
char__pastor,char__pope,pastor,pope,4,False
char__king,char__their_family,king,their family,1,True
char__bug,char__person,bug,person,2,False
char__child,char__mice,child,mice,2,False
char__archer,char__spirit,archer,spirit,1,False
char__ghost,char__maggot,ghost,maggot,1,False
char__king,char__queen_s_subject,king,queen's subject,1,True
char__peasant,char__queen,peasant,queen,4,False
char__member,char__watchmen,member,watchmen,2,False
char__chief,char__soldier,chief,soldier,2,False
char__craftsman,char__foreman_ordering_his_workers,craftsman,foreman ordering his workers,4,False
char__member,char__person,member,person,1,False
char__king,char__troop,king,troop,2,True
char__rat,char__snakes,rat,snakes,11,False
char__lady,char__priest,lady,priest,6,False
char__evil_witch,char__his_horse,evil witch,his horse,1,False
char__assassin,char__guard,assassin,guard,6,False
char__bear,char__camper,bear,camper,1,False
char__chicken,char__townsperson,chicken,townsperson,3,False
char__goblin_king_s_bartender,char__mourner,goblin king's bartender,mourner,1,False
char__stable_caretaker,char__witch,stable caretaker,witch,1,False
char__residents_of_the_cottage,char__weary_traveler,residents of the cottage,weary traveler,1,False
char__intruder,char__kings,intruder,kings,1,False
char__fishermen,char__priests,fishermen,priests,1,False
char__apothecary,char__peasant,apothecary,peasant,1,False
char__goblin_king_s_bartender,char__publican,goblin king's bartender,publican,1,False
char__local_merchant,char__people_saved_by_the_paladinsa,local merchant,people saved by the paladinsa,4,False
char__priests,char__queen,priests,queen,4,False
char__vigilant_guard,char__warrior,vigilant guard,warrior,1,False
char__survivors,char__zuric,survivors,zuric,1,False
char__bird,char__villager,bird,villager,3,False
char__barn_cat,char__horse,barn cat,horse,1,False
char__dog,char__guard,dog,guard,3,False
char__bishop,char__butler,bishop,butler,1,False
char__chicken,char__owner,chicken,owner,4,False
char__dogs,char__gnome,dogs,gnome,1,False
char__merchant,char__villager,merchant,villager,12,False
char__peasant,char__sailor,peasant,sailor,1,False
char__acolyte,char__high_priestess,acolyte,high priestess,8,False
char__master_wizard,char__princess,master wizard,princess,1,False
char__king,char__pheasant,king,pheasant,2,True
char__bird,char__child,bird,child,6,False
char__bird,char__trader,bird,trader,1,False
char__fish,char__resident,fish,resident,2,False
char__thief,char__visitor,thief,visitor,4,False
char__usher,char__villager,usher,villager,1,False
char__child,char__rabbit,child,rabbit,3,False
char__horse_caretaker_trainer,char__pirate,horse caretaker trainer,pirate,1,False
char__agricultural_advisor,char__hunter,agricultural advisor,hunter,1,False
char__member,char__outlaw,member,outlaw,1,False
char__elf,char__goblin,elf,goblin,7,False
char__family_member,char__scribe,family member,scribe,1,False
char__dog,char__owner,dog,owner,4,False
char__court_jester,char__visitor,court jester,visitor,2,False
char__cook,char__hunter,cook,hunter,2,False
char__their_family,char__thief,their family,thief,1,False
char__old_man,char__spirit,old man,spirit,1,False
char__police,char__prisoner,police,prisoner,2,False
char__guard,char__priests,guard,priests,6,False
char__fox_trying_to_steal_chickens,char__peasant,fox trying to steal chickens,peasant,2,False
char__blacksmith,char__lady_of_the_house,blacksmith,lady of the house,1,False
char__sell_swords,char__traders,sell swords,traders,1,False
char__grim_reaper,char__monk,grim reaper,monk,1,False
char__farmer,char__grounds_keeper,farmer,grounds keeper,1,False
char__cat,char__wife,cat,wife,4,False
char__king,char__villager,king,villager,2,True
char__congregant,char__dogs,congregant,dogs,1,False
char__god,char__villager,god,villager,10,False
char__princess_who_lives_in_the_castle_and_can_t_escape,char__prisoner,princess who lives in the castle and can't escape,prisoner,1,False
char__giant_frog,char__peasant,giant frog,peasant,1,False
char__ghost_of_a_miner,char__monkey,ghost of a miner,monkey,1,False
char__nobleman,char__reluctant_nun,nobleman,reluctant nun,1,False
char__knight,char__vagrants,knight,vagrants,1,False
char__horse_tied_up_in_front_of_a_shop,char__squire,horse tied up in front of a shop,squire,6,False
char__bandit,char__local,bandit,local,6,False
char__merchant,char__tribe_chief,merchant,tribe chief,1,False
char__caretaker,char__priest,caretaker,priest,7,False
char__hunter,char__member,hunter,member,1,False
char__princess_who_lives_in_the_castle_and_can_t_escape,char__watchman,princess who lives in the castle and can't escape,watchman,1,False
char__merchant,char__royalty,merchant,royalty,3,False
char__diplomat,char__towns_folk,diplomat,towns folk,1,False
char__diplomat,char__guard,diplomat,guard,2,False
char__archer,char__sailor,archer,sailor,1,False
char__friend,char__horse,friend,horse,1,False
char__cat,char__royal_chef,cat,royal chef,7,False
char__merchant,char__pirate,merchant,pirate,5,False
char__butler,char__guest,butler,guest,8,False
char__traveler,char__wolf,traveler,wolf,1,False
char__baby_shower,char__resident,baby shower,resident,1,False
char__creature,char__gardener,creature,gardener,1,False
char__dancer,char__ghost,dancer,ghost,1,False
char__choir_member,char__priest,choir member,priest,1,False
char__flirty_barmaid,char__sinners,flirty barmaid,sinners,1,False
char__altar_boy,char__wildlife,altar boy,wildlife,1,False
char__god,char__worshipper,god,worshipper,2,False
char__cat,char__subject,cat,subject,2,False
char__archer,char__knight,archer,knight,5,False
char__judge,char__thief,judge,thief,5,False
char__damage_dealer,char__knight,damage dealer,knight,1,False
char__horseflies,char__soldier,horseflies,soldier,1,False
char__thief,char__town_sheriff,thief,town sheriff,8,False
char__king_s_brother,char__kings,king's brother,kings,1,False
char__merchant,char__warrior,merchant,warrior,7,False
char__historian,char__priest,historian,priest,1,False
char__lady,char__spider,lady,spider,1,False
char__temple_members,char__villager,temple members,villager,1,False
char__seagull,char__villager,seagull,villager,8,False
char__chamber_maid,char__thief,chamber maid,thief,1,False
char__pastor,char__priest,pastor,priest,3,False
char__musician,char__troll,musician,troll,1,False
char__acolyte,char__pilgrims,acolyte,pilgrims,6,False
char__individual,char__old_wizened_priestess,individual,old wizened priestess,1,False
char__guest,char__man,guest,man,1,False
char__parishioner,char__peasant,parishioner,peasant,1,False
char__residents_of_the_cottage,char__wife,residents of the cottage,wife,1,False
char__rat_chews_on_a_dropped_hymnbook,char__spider,rat chews on a dropped hymnbook,spider,7,False
char__congregant,char__servant,congregant,servant,1,False
char__people,char__royal_family,people,royal family,3,False
char__hunter,char__sad_woman,hunter,sad woman,1,False
char__flirty_barmaid,char__guard,flirty barmaid,guard,1,False
char__owner,char__wife,owner,wife,8,False
char__king,char__spider,king,spider,5,True
char__alchemist,char__family_member,alchemist,family member,3,False
char__calf,char__farmer,calf,farmer,2,False
char__dog,char__rat,dog,rat,1,False
char__bat,char__swimmer,bat,swimmer,3,False
char__scholar,char__worshiper,scholar,worshiper,1,False
char__blacksmith_apprentice,char__servant,blacksmith apprentice,servant,1,False
char__cockroach,char__peasant,cockroach,peasant,1,False
char__electric_eel,char__insects,electric eel,insects,1,False
char__alter_boy,char__groom,alter boy,groom,1,False
char__family_member,char__wise_looking_turtle,family member,wise-looking turtle,1,False
char__criminal,char__guard,criminal,guard,8,False
char__animal,char__mother,animal,mother,1,False
char__peasant,char__wizard_overseer,peasant,wizard overseer,3,False
char__farmer_bob,char__geese,farmer bob,geese,1,False
char__person,char__petitioner,person,petitioner,1,False
char__court_jester,char__juror,court jester,juror,1,False
char__blacksmith,char__dog,blacksmith,dog,1,False
char__peasant,char__villager,peasant,villager,8,False
char__preacher,char__student,preacher,student,2,False
char__craftsman,char__royal,craftsman,royal,1,False
char__guard,char__vendor,guard,vendor,3,False
char__ghost,char__homeless,ghost,homeless,7,False
char__merchant,char__soldiers,merchant,soldiers,5,False
char__assassin,char__prince,assassin,prince,1,False
char__priest,char__skeleton,priest,skeleton,1,False
char__explorer,char__miner,explorer,miner,3,False
char__guard,char__leader,guard,leader,6,False
char__concubine,char__maid,concubine,maid,3,False
char__hiker,char__old_man,hiker,old man,2,False
char__adventurer,char__mischievous_teenager,adventurer,mischievous teenager,1,False
char__dogs,char__villager,dogs,villager,1,False
char__veteran,char__woman,veteran,woman,2,False
char__minister,char__priest,minister,priest,2,False
char__emperor,char__sentry,emperor,sentry,1,False
char__bird,char__parishioner,bird,parishioner,1,False
char__cow,char__horse,cow,horse,2,False
char__friend_of_the_princess,char__hunter,friend of the princess,hunter,1,False
char__bride,char__servant,bride,servant,1,False
char__explorer,char__ghost,explorer,ghost,6,False
char__songbird,char__wasp,songbird,wasp,4,False
char__attendant,char__child,attendant,child,2,False
char__farmer,char__leper,farmer,leper,1,False
char__genie,char__sailor,genie,sailor,1,False
char__merchant,char__traveler,merchant,traveler,1,False
char__family,char__lady_of_the_house_coming_to_greet_you,family,lady of the house coming to greet you,4,False
char__squire,char__town_baker_s_child,squire,town baker's child,1,False
char__guardsman,char__watchman,guardsman,watchman,2,False
char__groom_of_the_stool,char__subject,groom of the stool,subject,2,False
char__deity,char__person,deity,person,1,False
char__eel,char__fish,eel,fish,1,False
char__ogre,char__thief,ogre,thief,1,False
char__animal,char__chicken,animal,chicken,5,False
char__crow,char__worshipper,crow,worshipper,1,False
char__deer,char__witch,deer,witch,1,False
char__camera_man,char__king_consort,camera man,king consort,1,False
char__bear,char__snake,bear,snake,3,False
char__goat,char__supplicant,goat,supplicant,4,False
char__altar_boy,char__bishop,altar boy,bishop,1,False
char__witch,char__young_princess,witch,young princess,3,False
char__farmer,char__king,farmer,king,1,True
char__dragon_who_breathes_fire_and_won_t_let_her_out,char__repentant_person,dragon who breathes fire and won't let her out,repentant person,1,False
char__mouse,char__pastry_chef,mouse,pastry chef,1,False
char__king,char__thief,king,thief,5,True
char__animal,char__foreigner,animal,foreigner,2,False
char__unicorn,char__unicorn_groomer,unicorn,unicorn groomer,1,False
char__mouse,char__spider,mouse,spider,3,False
char__fairy,char__king,fairy,king,3,True
char__court_jester,char__king,court jester,king,1,True
char__potion,char__small_aggressive_looking_dog,potion,small aggressive-looking dog,1,False
char__dog,char__traveler,dog,traveler,2,False
char__guard,char__spider,guard,spider,3,False
char__jester,char__queen,jester,queen,3,False
char__prince,char__villager,prince,villager,2,False
char__guard,char__rabid_rat,guard,rabid rat,5,False
char__admiral,char__prince,admiral,prince,1,False
char__boat_captain,char__individual,boat captain,individual,1,False
char__king,char__rat_feasting_on_leftovers,king,rat feasting on leftovers,1,True
char__barn_cat,char__townsperson,barn cat,townsperson,1,False
char__petitioner,char__priest_in_ornate_robes,petitioner,priest in ornate robes,6,False
char__enemy,char__old_man,enemy,old man,1,False
char__bedbug,char__shop_keeper,bedbug,shop keeper,1,False
char__child,char__woman,child,woman,4,False
char__snakes,char__vulture,snakes,vulture,5,False
char__chief_wife,char__sister,chief wife,sister,1,False
char__farm_worker,char__mother,farm worker,mother,1,False
char__king,char__royal_prince,king,royal prince,4,True
char__hunter,char__person,hunter,person,3,False
char__boatswain,char__deckhand,boatswain,deckhand,1,False
char__assistant_chef,char__chef,assistant chef,chef,2,False
char__outlaw,char__shipwrecked_survivor,outlaw,shipwrecked survivor,3,False
char__friends,char__lord,friends,lord,3,False
char__louse,char__servant,louse,servant,1,False
char__prisoner,char__wrongdoer,prisoner,wrongdoer,1,False
char__his_wife,char__pet_cat,his wife,pet cat,2,False
char__animal,char__horse,animal,horse,2,False
char__bat,char__bat_queen,bat,bat queen,3,False
char__criminal,char__ghosts_of_previous_occupants,criminal,ghosts of previous occupants,1,False
char__performer,char__plants,performer,plants,1,False
char__cat,char__servant,cat,servant,4,False
char__alligator,char__child,alligator,child,2,False
char__guard,char__queen,guard,queen,7,False
char__chameleon,char__fox,chameleon,fox,1,False
char__dragon,char__troll,dragon,troll,1,False
char__inn_keeper,char__royal,inn keeper,royal,1,False
char__head_priest,char__soul,head priest,soul,2,False
char__monk,char__royal_member,monk,royal member,1,False
char__general,char__guard,general,guard,2,False
char__blacksmith,char__town_jester,blacksmith,town jester,2,False
char__military_commander,char__queen,military commander,queen,2,False
char__bat,char__homeless_person,bat,homeless person,1,False
char__guard,char__torturer,guard,torturer,1,False
char__local,char__police,local,police,3,False
char__bishop,char__person,bishop,person,5,False
char__adventurer,char__captain,adventurer,captain,2,False
char__organist,char__spider_spins_its_web_in_the_pew_corner,organist,spider spins its web in the pew corner,3,False
char__girl,char__proprietor,girl,proprietor,2,False
char__curiosity_seekers,char__townperson,curiosity seekers,townperson,1,False
char__future_heir_to_the_throne,char__maid,future heir to the throne,maid,1,False
char__congregant,char__nuns,congregant,nuns,2,False
char__blacksmith,char__peasant,blacksmith,peasant,2,False
char__monk,char__nun,monk,nun,1,False
char__fighters,char__soldiers,fighters,soldiers,2,False
char__chef,char__tavern_owner,chef,tavern owner,3,False
char__cardinal,char__gardener,cardinal,gardener,1,False
char__missionary,char__thief,missionary,thief,1,False
char__cardinal,char__queen,cardinal,queen,2,False
char__boar,char__faery,boar,faery,4,False
char__formal,char__president,formal,president,1,False
char__bear,char__insects,bear,insects,2,False
char__mourner,char__survivors,mourner,survivors,1,False
char__monster,char__young_girl,monster,young girl,1,False
char__his_wife,char__king,his wife,king,5,True
char__spiders,char__vulture,spiders,vulture,5,False
char__royal,char__villagers,royal,villagers,4,False
char__town_sheriff,char__villager,town sheriff,villager,1,False
char__high_priest,char__spider,high priest,spider,3,False
char__bishop,char__follower,bishop,follower,1,False
char__adventurer,char__witch,adventurer,witch,2,False
char__lizards,char__worshipper,lizards,worshipper,2,False
char__captain,char__young_boy_who_is_a_deck_hand,captain,young boy who is a deck hand,1,False
char__king_s_brother,char__princess,king's brother,princess,1,False
char__daughter,char__family_dog,daughter,family dog,1,False
char__mouse,char__old_maniacal_man,mouse,old maniacal man,4,False
char__ghost,char__guest,ghost,guest,1,False
char__man,char__no_one,man,no one,1,False
char__ghost_of_a_miner,char__old_homeless_man,ghost of a miner,old homeless man,2,False
char__king,char__king_s_horses,king,king's horses,4,True
char__person,char__wild_boar,person,wild boar,2,False
char__adulterer,char__village_official,adulterer,village official,1,False
char__dogs,char__royal,dogs,royal,4,False
char__guest,char__her_maid,guest,her maid,6,False
char__guard,char__traitor,guard,traitor,3,False
char__maid,char__royal_family,maid,royal family,3,False
char__gypsy,char__lizards,gypsy,lizards,5,False
char__exiled_person,char__person,exiled person,person,5,False
char__jacob,char__monk,jacob,monk,1,False
char__dancer,char__high_priestess,dancer,high priestess,8,False
char__figure,char__owner,figure,owner,1,False
char__hunter,char__king,hunter,king,3,True
char__acolyte,char__person,acolyte,person,1,False
char__ancient_king,char__angel,ancient king,angel,1,False
char__lizards,char__rat,lizards,rat,2,False
char__guard,char__turtle,guard,turtle,1,False
char__guest,char__visitor,guest,visitor,1,False
char__peasant,char__swimmer,peasant,swimmer,3,False
char__monk,char__scribe,monk,scribe,4,False
char__cockroach,char__prisoner,cockroach,prisoner,1,False
char__church_mouse,char__teacher,church mouse,teacher,1,False
char__turtles,char__water_nymph,turtles,water nymph,1,False
char__peasant,char__young_boy,peasant,young boy,1,False
char__squire,char__weapons_master,squire,weapons master,2,False
char__gardener,char__peacock,gardener,peacock,1,False
char__boat_workers,char__residents_of_the_cottage,boat workers,residents of the cottage,1,False
char__castle_guards,char__lazy_insects,castle guards,lazy insects,1,False
char__creature,char__daughter,creature,daughter,1,False
char__donkey,char__peasant,donkey,peasant,2,False
char__bird,char__stray_cat_sun_bathing,bird,stray cat sun-bathing,2,False
char__guest,char__inhabitant,guest,inhabitant,2,False
char__criminal,char__thief,criminal,thief,3,False
char__old_woman,char__rodent,old woman,rodent,1,False
char__king_s_treasurer,char__rat,king's treasurer,rat,1,False
char__bird,char__boy,bird,boy,3,False
char__noble,char__staircase,noble,staircase,1,False
char__blind_knight_holding_a_sword,char__god,blind knight holding a sword,god,2,False
char__guest,char__their_family,guest,their family,1,False
char__person,char__powerful_but_aged_wizard,person,powerful but aged wizard,1,False
char__horse,char__knights_in_training,horse,knights in training,1,False
char__bird,char__knight,bird,knight,5,False
char__maggot,char__spider,maggot,spider,1,False
char__architect,char__king,architect,king,2,True
char__dog,char__dragon,dog,dragon,2,False
char__deer,char__pig,deer,pig,2,False
char__guest,char__waitress,guest,waitress,2,False
char__chambermaid,char__servant,chambermaid,servant,2,False
char__foreman_ordering_his_workers,char__thief,foreman ordering his workers,thief,3,False
char__member,char__spider,member,spider,3,False
char__deer,char__rabbit,deer,rabbit,2,False
char__guard,char__village_official,guard,village official,2,False
char__eunuch,char__snakes,eunuch,snakes,1,False
char__bridge,char__ghost,bridge,ghost,1,False
char__fish,char__fisherman,fish,fisherman,6,False
char__master_of_ceremonies,char__subject,master of ceremonies,subject,2,False
char__friend,char__mysterious_merchant,friend,mysterious merchant,1,False
char__guest,char__leader,guest,leader,1,False
char__maester,char__person,maester,person,1,False
char__spider,char__spirits,spider,spirits,3,False
char__bat,char__thief,bat,thief,2,False
char__minister,char__ogre,minister,ogre,1,False
char__chicken,char__cow,chicken,cow,1,False
char__crow,char__torture_master,crow,torture master,1,False
char__king_consort,char__visitor,king consort,visitor,2,False
