object_id,normalized_name,canonical_name,object_count,episode_count,is_background_object,is_story_relevant_candidate
obj__knight__efead510,knight,Knight,126,9,False,False
obj__colorful_wildlife__1bc71266,colorful wildlife,Colorful Wildlife,253,19,False,False
obj__cloth_and_drape__16b14aa3,cloth and drape,Cloth And Drape,186,20,False,False
obj__animal__1e4483e8,animal,Animal,341,33,False,False
obj__smell__d938ad5c,smell,Smell,245,21,False,False
obj__fur_carpet__fba17e66,fur carpet,Fur Carpet,242,20,False,False
obj__mahogany_writing_desk__d82e44a0,mahogany writing desk,Mahogany Writing Desk,254,20,False,False
obj__fluffy_pillows__3903975d,fluffy pillows,Fluffy Pillows,195,20,False,False
obj__giant_four_poster_bed__7f796816,giant four poster bed,Giant Four Poster Bed,254,20,False,False
obj__barrack__fd95e9b6,barrack,Barrack,294,21,False,False
obj__dining_hall__10c40af2,dining hall,Dining Hall,294,21,False,False
obj__wooden_wall__e4341f1f,wooden wall,Wooden Wall,294,21,False,False
obj__log__dc1d71bb,log,Log,446,31,False,False
obj__bonfire__b0759e17,bonfire,Bonfire,294,21,False,False
obj__rack__11690b09,rack,Rack,713,55,False,False
obj__herb_garden__cfb90463,herb garden,Herb Garden,229,20,False,False
obj__fur__40bc2c33,fur,Fur,349,31,False,False
obj__small_village__37a2d768,small village,Small Village,238,21,False,False
obj__shop__fb54f3c5,shop,Shop,568,42,False,False
obj__big_table__d8cf7347,big table,Big Table,251,19,False,False
obj__golden_trim__74cc75fd,golden trim,Golden Trim,242,20,False,False
obj__golden_cloth__97aa2af8,golden cloth,Golden Cloth,245,20,False,False
obj__sand__88336b5b,sand,Sand,2039,160,False,False
obj__torn_fabric__a4073b7a,torn fabric,Torn Fabric,263,22,False,False
obj__artifact__8e5b948a,artifact,Artifact,188,22,False,False
obj__den__32ce9c04,den,Den,173,13,False,False
obj__small_dirt_country_road__489d72c5,small dirt country road,Small Dirt Country Road,297,22,False,False
obj__large_stone_fireplace__e98ede63,large stone fireplace,Large Stone Fireplace,267,20,False,False
obj__alter__5667da2f,alter,Alter,790,61,False,False
obj__hard_bench__e34ea7fd,hard bench,Hard Bench,252,18,False,False
obj__piano__d113f1c3,piano,Piano,308,22,False,False
obj__large_dark_oak_and_gold_bench__c2ec298d,large dark oak and gold bench,Large Dark Oak And Gold Bench,252,18,False,True
obj__tent__7b65dcf0,tent,Tent,395,31,False,False
obj__small_alter__e8b14be8,small alter,Small Alter,287,20,False,False
obj__lake__97d986e2,lake,Lake,249,20,False,False
obj__green_short_grass__78409116,green short grass,Green Short Grass,287,20,False,False
obj__trail__c6b8b330,trail,Trail,381,31,False,False
obj__treasure__82210e61,treasure,Treasure,472,40,False,True
obj__mug__4c032833,mug,Mug,403,45,False,False
obj__bar_counter__526e63ea,bar counter,Bar Counter,63,5,False,False
obj__well_equipped_kitchen__1c17cb56,well-equipped kitchen,Well-Equipped Kitchen,242,18,False,False
obj__candle_stick__db7f7097,candle stick,Candle Stick,204,19,False,False
obj__cherry_wood_colored_table__17bd66cd,cherry wood colored table,Cherry Wood Colored Table,204,19,False,False
obj__small_water_spring__583c7fc5,small water spring,Small Water Spring,192,14,False,False
obj__roof__3a393f7a,roof,Roof,205,16,False,False
obj__fence__dc42bba7,fence,Fence,1024,82,False,False
obj__small_sliding_window_covered_with_metal__1267d427,small sliding window covered with metal,Small Sliding Window Covered With Metal,208,17,False,False
obj__knocker__6551d3cd,knocker,Knocker,208,17,False,False
obj__rivet__be43c2c5,rivet,Rivet,208,17,False,False
obj__archway__29ce6182,archway,Archway,91,8,False,False
obj__rough_clothing__0f8af01c,rough clothing,Rough Clothing,248,21,False,False
obj__roasting_meat__6c2db81b,roasting meat,Roasting Meat,246,21,False,False
obj__sweetmeat__20eb3f71,sweetmeat,Sweetmeat,215,21,False,False
obj__impassable_vegetation__8d07f65a,impassable vegetation,Impassable Vegetation,246,21,False,False
obj__jungle__5d991220,jungle,Jungle,281,21,False,False
obj__beast__b878bc12,beast,Beast,281,21,False,False
obj__drawing__d8eb8762,drawing,Drawing,319,27,False,False
obj__large_ornate_table__053d4c9c,large ornate table,Large Ornate Table,530,22,False,False
obj__higher_dining_table__227786b4,higher dining table,Higher Dining Table,265,22,False,False
obj__vast_ceilings__1ee4cb75,vast ceilings,Vast Ceilings,265,22,False,False
obj__colorful_lizard__f9b3e2e6,colorful lizard,Colorful Lizard,480,19,False,False
obj__small_fire__96bb4181,small fire,Small Fire,240,19,False,False
obj__coconut__763b8741,coconut,Coconut,480,45,False,False
obj__wooden_spit__82032ff9,wooden spit,Wooden Spit,219,19,False,False
obj__palace__667940ea,palace,Palace,536,41,False,False
obj__spiderwebs__90a475fe,spiderwebs,Spiderwebs,170,13,False,False
obj__gravestone__506fed0a,gravestone,Gravestone,612,48,False,False
obj__goddess__5e37719b,goddess,Goddess,273,22,False,False
obj__ornament__417d2d18,ornament,Ornament,472,40,False,False
obj__large_gate__0f1083bf,large gate,Large Gate,285,25,False,False
obj__jar__68995fcb,jar,Jar,1063,96,False,False
obj__barn__5dfcc0aa,barn,Barn,213,17,False,False
obj__shed__5589981e,shed,Shed,654,51,False,False
obj__slight_fog__de8b85d5,slight fog,Slight Fog,293,23,False,False
obj__giant_withered_oak_tree__2dd891f9,giant withered oak tree,Giant Withered Oak Tree,121,9,False,False
obj__mattress__64b51654,mattress,Mattress,379,28,False,False
obj__bell__8d45c85b,bell,Bell,438,37,False,False
obj__plush_mattress__4841c20b,plush mattress,Plush Mattress,267,20,False,False
obj__chifferobe__0b2d9319,chifferobe,Chifferobe,267,20,False,False
obj__sacred_flame__fb44211c,sacred flame,Sacred Flame,365,22,False,False
obj__tattered_map__7af8f60b,tattered map,Tattered Map,40,6,False,True
obj__bear__893b56e3,bear,Bear,244,18,False,False
obj__incense_burner__53158abd,incense burner,Incense Burner,126,9,False,False
obj__torture_implements__8f1e707f,torture implements,Torture Implements,233,18,False,False
obj__remains__f9cb365d,remains,Remains,522,36,False,False
obj__implements__37371cb8,implements,Implements,207,18,False,False
obj__foliage__bae73ab7,foliage,Foliage,258,20,False,False
obj__canopy__ea9e8078,canopy,Canopy,258,20,False,False
obj__pile_of_hay__40c193f5,pile of hay,Pile Of Hay,68,7,False,False
obj__smoke__fdfa02ec,smoke,Smoke,233,20,False,False
obj__tome__a4b46da1,tome,Tome,298,27,False,False
obj__magical_lights__82cea940,magical lights,Magical Lights,217,20,False,False
obj__small_pool_of_water__47021774,small pool of water,Small Pool Of Water,536,21,False,False
obj__stored_jugs_of_water__c48db900,stored jugs of water,Stored Jugs Of Water,47,5,False,False
obj__village__813f8ce5,village,Village,268,21,False,False
obj__rose_bush__9f663235,rose bush,Rose Bush,445,31,False,False
obj__fountain__79de7a61,fountain,Fountain,1113,81,False,False
obj__small_lake__1f398a97,small lake,Small Lake,301,20,False,False
obj__lilac_tree_in_full_bloom__4439a53e,lilac tree in full bloom,Lilac Tree In Full Bloom,2,1,False,False
obj__intricate_labyrinth_made_of_shrubs__cf0382f7,intricate labyrinth made of shrubs,Intricate Labyrinth Made Of Shrubs,257,20,False,False
obj__broken_fishing_pole__91b78bc2,broken fishing pole,Broken Fishing Pole,107,16,False,False
obj__fork__b2fcb4ba,fork,Fork,95,8,False,False
obj__broken_glass__8fad6644,broken glass,Broken Glass,78,7,False,False
obj__skillet__8fa6aa4d,skillet,Skillet,46,4,False,False
obj__lush_maroon_carpet__7a6b263e,lush maroon carpet,Lush Maroon Carpet,322,19,False,False
obj__parchment__cc1681e6,parchment,Parchment,757,60,False,False
obj__map__1d78dc8e,map,Map,482,40,False,True
obj__odd_and_end__46d0903f,odd and end,Odd And End,266,19,False,False
obj__seed__fe4c0f30,seed,Seed,444,38,False,False
obj__herb__4fc237f4,herb,Herb,276,21,False,False
obj__jars_of_seeds__1c85711f,jars of seeds,Jars Of Seeds,284,21,False,False
obj__long_windows__9d8c03bf,long windows,Long Windows,279,20,False,False
obj__long_hallway__01bbbc98,long hallway,Long Hallway,279,20,False,False
obj__main_hall__8f1c5099,main hall,Main Hall,279,20,False,False
obj__hand_carved_stone__5ee6448f,hand carved stone,Hand Carved Stone,266,20,False,False
obj__barrel_of_salted_herring__fb34c457,barrel of salted herring,Barrel Of Salted Herring,115,10,False,False
obj__tar__db5570bf,tar,Tar,217,21,False,False
obj__mast__ceb74219,mast,Mast,326,21,False,False
obj__deck__236c8934,deck,Deck,340,27,False,False
obj__rusty_anchor__1da19d5e,rusty anchor,Rusty Anchor,185,15,False,False
obj__painting_of_his_quests__30f9a58a,painting of his quests,Painting Of His Quests,112,8,False,False
obj__magical_crystal__f8d5d939,magical crystal,Magical Crystal,176,16,False,False
obj__ancient_magical_crystal_that_was_found_in_the_heart_of_a_mystical_dragon__713c2f0f,ancient magical crystal that was found in the heart of a mystical dragon,Ancient Magical Crystal That Was Found In The Heart Of A Mystical Dragon,18,3,False,False
obj__piece_of_fortune__e676af6c,piece of fortune,Piece Of Fortune,214,16,False,False
obj__piece_of_armor__498a2c12,piece of armor,Piece Of Armor,186,16,False,True
obj__treasure_chest__758181f6,treasure chest,Treasure Chest,342,26,False,True
obj__necklaces__90ebce90,necklaces,Necklaces,245,16,False,False
obj__fabric__62188325,fabric,Fabric,158,14,False,False
obj__murky_dark_water__b2141b6a,murky dark water,Murky Dark Water,264,17,False,False
obj__summer_sun__73f5f352,summer sun,Summer Sun,222,17,False,False
obj__algae__4360ef48,algae,Algae,90,8,False,False
obj__entire_castle__52816c14,entire castle,Entire Castle,222,17,False,False
obj__quill__63d5ed47,quill,Quill,361,33,False,False
obj__blanket__b24f10fa,blanket,Blanket,1046,95,False,False
obj__desert__3fd6b621,desert,Desert,221,19,False,False
obj__coins__68849520,coins,Coins,84,11,False,True
obj__pool__b10a8c0b,pool,Pool,361,29,False,False
obj__green_shrubbery__bfe14255,green shrubbery,Green Shrubbery,221,19,False,False
obj__palm_tree__5c5c66e2,palm tree,Palm Tree,823,65,False,False
obj__bowl__9c44fc81,bowl,Bowl,88,9,False,False
obj__inkwell__04013f78,inkwell,Inkwell,127,10,False,False
obj__giant_golden_buddha__df778f34,giant golden buddha,Giant Golden Buddha,279,18,False,False
obj__mats_on_the_ground__0d07bc9f,mats on the ground,Mats On The Ground,231,18,False,False
obj__amethyst__c24f284a,amethyst,Amethyst,195,16,False,False
obj__skull__f13460bd,skull,Skull,418,45,False,False
obj__food_storage__d30bfe34,food storage,Food Storage,72,7,False,False
obj__mystical_necklace_with_a_colorful_crystal__d8b3110c,mystical necklace with a colorful crystal,Mystical Necklace With A Colorful Crystal,19,2,False,False
obj__well__f9323f5b,well,Well,645,51,False,False
obj__dock__05debdb8,dock,Dock,453,39,False,False
obj__large_glimmering_ruby__507a0258,large glimmering ruby,Large Glimmering Ruby,76,9,False,False
obj__rat__e756f6aa,rat,Rat,310,31,False,False
obj__rune__afee110d,rune,Rune,219,18,False,False
obj__carpet__37c6ab2f,carpet,Carpet,285,25,True,False
obj__arrowhead__82bd1387,arrowhead,Arrowhead,141,11,False,False
obj__alchemists_lab__d5456245,alchemists lab,Alchemists Lab,14,1,False,False
obj__huge_vat_of_brewing_liquid__e4806d7a,huge vat of brewing liquid,Huge Vat Of Brewing Liquid,122,11,False,False
obj__smoke_and_light__713b7b21,smoke and light,Smoke And Light,122,11,False,False
obj__potion__1e041f12,potion,Potion,193,18,False,True
obj__vat__d04a4a2c,vat,Vat,111,11,False,False
obj__beaker__d6e7fe03,beaker,Beaker,124,11,False,False
obj__paper__7e3f6604,paper,Paper,339,34,False,False
obj__bookshelf__b75624ce,bookshelf,Bookshelf,180,19,False,False
obj__books__7d8949bc,books,Books,184,26,False,False
obj__pole__8ebcf604,pole,Pole,198,22,False,False
obj__quaint_manor__d20a35e6,quaint manor,Quaint Manor,257,20,False,False
obj__home__106a6c24,home,Home,987,79,False,False
obj__bookshop__2a4a0bf9,bookshop,Bookshop,257,20,False,False
obj__small_stone_fence__a4ba50e0,small stone fence,Small Stone Fence,257,20,False,False
obj__shelter__8bcf6c4f,shelter,Shelter,180,14,False,False
obj__skeleton__84df077b,skeleton,Skeleton,927,83,False,False
obj__fire_pit__f01b5974,fire pit,Fire Pit,429,34,False,False
obj__spider__f1a81d78,spider,Spider,186,15,False,False
obj__broken_lantern__a0c802b3,broken lantern,Broken Lantern,401,33,False,False
obj__path_to_the_old_mine__4e82bee7,path to the old mine,Path To The Old Mine,273,21,False,False
obj__stained_glass_art_of_old__650dcd17,stained glass art of old,Stained Glass Art Of Old,249,20,False,False
obj__field__06e3d36f,field,Field,265,20,False,False
obj__broken_pottery__56218a26,broken pottery,Broken Pottery,55,6,False,False
obj__record__de17f0f2,record,Record,268,20,False,False
obj__religious_text__7b1aac89,religious text,Religious Text,449,46,False,False
obj__sign__04b29480,sign,Sign,707,54,False,False
obj__seagull__48bf7c55,seagull,Seagull,233,17,False,False
obj__large_oak_tree__73959369,large oak tree,Large Oak Tree,247,18,False,False
obj__iron_gate__811c5971,iron gate,Iron Gate,335,24,False,False
obj__harness__04c75d4c,harness,Harness,196,18,False,False
obj__piece__5ae34741,piece,Piece,457,39,False,False
obj__heavy_trunks__be241388,heavy trunks,Heavy Trunks,231,19,False,False
obj__polishing_cloths__2ab5feb8,polishing cloths,Polishing Cloths,93,10,False,False
obj__clothing__50cf1991,clothing,Clothing,442,36,False,False
obj__beer__3e1867f5,beer,Beer,344,38,False,False
obj__grey_stone_floor__ec33ce70,grey stone floor,Grey Stone Floor,261,19,False,False
obj__window_pane__5f4dbe80,window pane,Window Pane,261,19,False,False
obj__headstone__b74caf85,headstone,Headstone,302,24,False,False
obj__open_grave__1d39cbb1,open grave,Open Grave,142,11,False,False
obj__instrument__2d083cc4,instrument,Instrument,586,50,False,False
obj__torture_equipment__43bba101,torture equipment,Torture Equipment,178,20,False,False
obj__blood__6b157916,blood,Blood,242,20,False,False
obj__placard__2c27bb2c,placard,Placard,279,20,False,False
obj__name_placard__118e4caa,name placard,Name Placard,220,20,False,False
obj__gate__63d721d2,gate,Gate,535,40,False,False
obj__flowers__7d37c580,flowers,Flowers,134,11,False,False
obj__stove__43c3e6f8,stove,Stove,369,29,False,False
obj__mildew__12246e27,mildew,Mildew,102,8,False,False
obj__dandelion__c2f79d98,dandelion,Dandelion,165,20,False,False
obj__grassland__1b2dd777,grassland,Grassland,254,20,False,False
obj__oak_tree__6e9dd085,oak tree,Oak Tree,449,33,False,False
obj__treasures__6900d0f4,treasures,Treasures,217,18,False,False
obj__precious_stone__83231a3f,precious stone,Precious Stone,417,36,False,False
obj__tombs__39013ac3,tombs,Tombs,189,18,False,False
obj__carved_statue__a9f4a98f,carved statue,Carved Statue,86,8,False,False
obj__tomb__bc804441,tomb,Tomb,434,37,False,False
obj__personalized_tomb__00358b31,personalized tomb,Personalized Tomb,189,18,False,False
obj__materials__2d2ac038,materials,Materials,216,18,False,False
obj__quarters__95dd2120,quarters,Quarters,84,6,False,False
obj__open_plain__e9c34600,open plain,Open Plain,288,21,False,False
obj__feces__68d03fef,feces,Feces,389,29,False,False
obj__fields__d05b6ed7,fields,Fields,242,17,False,False
obj__drape__8a5e2f29,drape,Drape,246,21,False,False
obj__gunpowder__0f088204,gunpowder,Gunpowder,271,21,False,False
obj__rope_work__ca13d844,rope work,Rope Work,196,20,False,False
obj__water_gate__d7948cfb,water gate,Water Gate,211,20,False,False
obj__water_gate_is_all_harden_wood__a090dac5,water gate is all harden wood,Water Gate Is All Harden Wood,211,20,False,False
obj__crane__b0267358,crane,Crane,253,20,False,False
obj__fishing_ships__153dcbf9,fishing ships,Fishing Ships,138,13,False,False
obj__root__63a9f0ea,root,Root,196,19,False,False
obj__things__e64c3132,things,Things,329,27,False,False
obj__nautical_themed_decor__1e2560de,nautical themed decor,Nautical Themed Decor,276,20,False,False
obj__buoy__b2106b0b,buoy,Buoy,276,20,False,False
obj__mounted_fish__bcc45b1f,mounted fish,Mounted Fish,240,20,False,False
obj__replica_boat__35c96d85,replica boat,Replica Boat,253,20,False,False
obj__large_wardrobe__7b0380d4,large wardrobe,Large Wardrobe,260,20,False,False
obj__map_of_the_kingdom__2c65bd82,map of the kingdom,Map Of The Kingdom,227,23,False,True
obj__large_table_with_an_ordinate_cushion_for_the_king_s_crown__cca00e9f,large table with an ordinate cushion for the king's crown,Large Table With An Ordinate Cushion For The King'S Crown,12,1,False,True
obj__fancy_roof__77deaa16,fancy roof,Fancy Roof,260,20,False,False
obj__wooden_headboard__b8610d6b,wooden headboard,Wooden Headboard,260,20,False,False
obj__large_bed__fcb7005b,large bed,Large Bed,260,20,False,False
obj__large_tapestry__98d7f45f,large tapestry,Large Tapestry,260,20,False,False
obj__poison_ivy__b1ccc334,poison ivy,Poison Ivy,210,20,False,False
obj__fruit__e0deff34,fruit,Fruit,163,19,False,False
obj__big_bed__aa3d4fd7,big bed,Big Bed,227,18,False,False
obj__drapery__daeb14f9,drapery,Drapery,151,12,False,False
obj__lamps__399daeca,lamps,Lamps,189,18,False,False
obj__soaring_ceiling_painted_with_the_richest_cobalt_blue_and_ruby_red_paints__45929422,soaring ceiling painted with the richest cobalt blue and ruby red paints,Soaring Ceiling Painted With The Richest Cobalt Blue And Ruby Red Paints,24,2,False,False
obj__calm_water_fountain__839a635a,calm water fountain,Calm Water Fountain,233,17,False,False
obj__red_silk_prayer_bench__4683e4a4,red silk prayer bench,Red Silk Prayer Bench,241,19,False,False
obj__crossbow__68ea5b5f,crossbow,Crossbow,321,28,False,False
obj__longbows__fd739c14,longbows,Longbows,210,18,False,False
obj__historical_relic__c987f405,historical relic,Historical Relic,81,8,False,False
obj__golden_cross__6b9aadd2,golden cross,Golden Cross,86,8,False,False
obj__shrine__86454297,shrine,Shrine,224,18,False,False
obj__mosaic__0964b521,mosaic,Mosaic,260,18,False,False
obj__column__1afd3281,column,Column,121,10,False,False
obj__sculpture__5aeef5db,sculpture,Sculpture,662,54,False,False
obj__footprint__869d06a7,footprint,Footprint,290,19,False,False
obj__roots__c5f6f584,roots,Roots,102,13,False,False
obj__dead_creature__1ce204b7,dead creature,Dead Creature,290,19,False,False
obj__ground__57855271,ground,Ground,505,40,False,False
obj__pond__d873154f,pond,Pond,234,19,False,False
obj__shovel__2c997ee3,shovel,Shovel,739,73,False,False
obj__stable__f40faf63,stable,Stable,260,20,False,False
obj__bookcase__796ab53a,bookcase,Bookcase,308,24,False,False
obj__box__34be958a,box,Box,529,41,False,False
obj__tape__3ad76632,tape,Tape,375,30,False,False
obj__tapes_and_records__28af5f81,tapes and records,Tapes And Records,154,15,False,False
obj__religous_texts__ca9ee77f,religous texts,Religous Texts,169,15,False,False
obj__text__1cb251ec,text,Text,732,61,False,False
obj__closet__840c6b39,closet,Closet,431,33,False,False
obj__bottle_of_wine__0d945479,bottle of wine,Bottle Of Wine,126,12,False,False
obj__huge_frost_window__b3b7e31e,huge frost window,Huge Frost Window,217,16,False,False
obj__frost_window__af45409e,frost window,Frost Window,217,16,False,False
obj__big_organ__435c8830,big organ,Big Organ,217,16,False,False
obj__gold_trim__526da778,gold trim,Gold Trim,217,16,False,True
obj__wooden_fence__89954ec5,wooden fence,Wooden Fence,210,15,False,False
obj__wood_is_gathered_to_make_fire__13c56c22,wood is gathered to make fire,Wood Is Gathered To Make Fire,177,15,False,False
obj__glass__2570c919,glass,Glass,433,34,False,False
obj__peg__ac401416,peg,Peg,170,17,False,False
obj__dusty_floor__3b0bcf0c,dusty floor,Dusty Floor,121,11,False,False
obj__manical__8a653a0b,manical,Manical,161,17,False,False
obj__rough_stone_floor__06de05c0,rough stone floor,Rough Stone Floor,205,16,False,False
obj__dust__63712a25,dust,Dust,196,16,False,False
obj__gray_stone__8859a5fa,gray stone,Gray Stone,183,16,False,False
obj__block__14511f2f,block,Block,462,37,False,False
obj__fountaints__9ba42934,fountaints,Fountaints,351,24,False,False
obj__turquoise_color_water__0b38299c,turquoise color water,Turquoise Color Water,234,19,False,False
obj__thing__8afc1e9b,thing,Thing,234,19,False,False
obj__mermaid__2ccb3dd4,mermaid,Mermaid,234,19,False,False
obj__gem__9855b7f5,gem,Gem,258,28,False,True
obj__block_and_tackle__12050bc8,block and tackle,Block And Tackle,271,21,False,False
obj__rotted_wood_timber__50f13209,rotted wood timber,Rotted Wood Timber,249,21,False,False
obj__axes__42b47eed,axes,Axes,107,9,False,False
obj__timber__f22152af,timber,Timber,277,21,False,False
obj__mine_cart__9090ba7a,mine cart,Mine Cart,147,11,False,False
obj__stained_wooden_troughs__45ba836b,stained wooden troughs,Stained Wooden Troughs,232,18,False,False
obj__old_sun_bleached_sailcloth__95d193e8,old sun-bleached sailcloth,Old Sun-Bleached Sailcloth,220,18,False,False
obj__baskets_of_freshly_caught_fish__8abc7c51,baskets of freshly-caught fish,Baskets Of Freshly-Caught Fish,205,25,False,False
obj__piece_of_old_sun_bleached_sailcloth__b8978feb,piece of old sun-bleached sailcloth,Piece Of Old Sun-Bleached Sailcloth,241,18,False,False
obj__old_fish_shaped_sign__346bd22e,old fish-shaped sign,Old Fish-Shaped Sign,48,4,False,False
obj__towel__226f863b,towel,Towel,120,15,False,False
obj__sand_that_is_white_as_snow__2e097339,sand that is white as snow,Sand That Is White As Snow,289,22,False,False
obj__water_is_as_clear_as_a_crystal__1a70064f,water is as clear as a crystal,Water Is As Clear As A Crystal,233,22,False,False
obj__cobweb__0366e5f3,cobweb,Cobweb,327,21,False,False
obj__rock_wall__22084bc7,rock wall,Rock Wall,281,21,False,False
obj__old_machinery__ff774a18,old machinery,Old Machinery,281,21,False,False
obj__machinery__cc68ce7f,machinery,Machinery,281,21,False,False
obj__small_wooden_table__09919883,small wooden table,Small Wooden Table,277,22,False,False
obj__small_window__e75d1d7c,small window,Small Window,277,22,False,False
obj__small_candle_holder__87e00597,small candle holder,Small Candle Holder,229,22,False,False
obj__fish_wrap_or_butcher_paper__762832e0,fish wrap or butcher paper,Fish Wrap Or Butcher Paper,28,2,False,False
obj__ore__be98d2fd,ore,Ore,155,12,False,False
obj__piece_of_miner_s_robe_ripped_on_sides__7c4f494c,piece of miner's robe ripped on sides,Piece Of Miner'S Robe Ripped On Sides,28,2,False,False
obj__torture_rack__1ae0719b,torture rack,Torture Rack,69,5,False,False
obj__lighthouse__fad0ce22,lighthouse,Lighthouse,203,16,False,False
obj__ink_pot__2edd9451,ink pot,Ink Pot,143,16,False,False
obj__ghost__71144850,ghost,Ghost,337,29,False,False
obj__crab__bd589331,crab,Crab,80,8,False,False
obj__golden_goblet__b813daca,golden goblet,Golden Goblet,141,14,False,False
obj__purple_runner_carpets__90d3ca9e,purple runner carpets,Purple Runner Carpets,61,5,False,False
obj__barrel__4133c51c,barrel,Barrel,245,20,False,False
obj__place__ebed715e,place,Place,189,15,False,False
obj__beautiful_blossoming_jasmine_flowers__52af9d37,beautiful blossoming jasmine flowers,Beautiful Blossoming Jasmine Flowers,143,15,False,False
obj__lush_green_trees__ab509144,lush green trees,Lush Green Trees,189,15,False,False
obj__outside_temple__4d6f89cb,outside temple,Outside Temple,17,2,False,False
obj__front_door__466ae3f8,front door,Front Door,189,15,False,False
obj__pink_and_white_outline__59f56665,pink and white outline,Pink And White Outline,189,15,False,False
obj__rare_wood_from_a_tree_that_doesn_t_exist_anymore__11a4c82b,rare wood from a tree that doesn't exist anymore,Rare Wood From A Tree That Doesn'T Exist Anymore,17,2,False,False
obj__grave__386a023b,grave,Grave,242,19,False,False
obj__stone_used_is_ancient_and_antique_with_a_shiny_gloss_of_silver__9a91fb51,stone used is ancient and antique with a shiny gloss of silver,Stone Used Is Ancient And Antique With A Shiny Gloss Of Silver,31,3,False,False
obj__garden__e2704f30,garden,Garden,518,42,False,False
obj__outside_castle__fd9e3171,outside castle,Outside Castle,236,20,False,False
obj__pitchforks_and_scythes__c100a581,pitchforks and scythes,Pitchforks And Scythes,86,9,False,False
obj__plant_matter__243142a7,plant matter,Plant Matter,239,20,False,False
obj__clothes_made_of_various_plant_matter_such_as_large_leaves_and_vines__411802db,clothes made of various plant matter such as large leaves and vines,Clothes Made Of Various Plant Matter Such As Large Leaves And Vines,38,4,False,False
obj__large_leaves__57c0a245,large leaves,Large Leaves,202,20,False,False
obj__black_ceiling__3108d9f2,black ceiling,Black Ceiling,147,11,False,False
obj__rainbow__cd13b6a6,rainbow,Rainbow,361,27,False,False
obj__candy__c48ba993,candy,Candy,43,5,False,False
obj__scrap_of_fur__6843a638,scrap of fur,Scrap Of Fur,107,10,False,False
obj__chunks_of_raw_meat__58641dab,chunks of raw meat,Chunks Of Raw Meat,138,11,False,False
obj__dragon_toe_nail__d507afce,dragon toe nail,Dragon Toe Nail,209,21,False,False
obj__cauldron__fc8423be,cauldron,Cauldron,524,41,False,False
obj__wing__3328e4f7,wing,Wing,263,21,False,False
obj__leg__4e1df3d2,leg,Leg,264,21,False,False
obj__cracker__2f63b257,cracker,Cracker,88,8,False,False
obj__instruments_of_torture__0b5cd3f0,instruments of torture,Instruments Of Torture,89,8,False,False
obj__cannon__74c96872,cannon,Cannon,311,27,False,False
obj__row__f1965a85,row,Row,238,17,False,False
obj__huge_window_in_the_front__44fcf37b,huge window in the front,Huge Window In The Front,238,17,False,False
obj__dripping_water__20d1cf24,dripping water,Dripping Water,108,9,False,False
obj__vegetable__4bd349cd,vegetable,Vegetable,338,34,False,False
obj__drawbridge__2201f21d,drawbridge,Drawbridge,182,13,False,False
obj__furniture__fd87f596,furniture,Furniture,421,34,False,False
obj__precious_gem__bdf08747,precious gem,Precious Gem,93,11,False,True
obj__coin__96a9519b,coin,Coin,952,100,False,True
obj__red_spice__31eade69,red spice,Red Spice,147,12,False,False
obj__utensil__57fd5861,utensil,Utensil,231,19,False,False
obj__iron_grill__8f822991,iron grill,Iron Grill,233,19,False,False
obj__banana__72b302bf,banana,Banana,106,10,False,False
obj__helmet__17b9183a,helmet,Helmet,435,35,False,False
obj__device__913f9c49,device,Device,287,23,False,False
obj__food_tray__2860d942,food tray,Food Tray,360,36,False,False
obj__window_with_metal_bars__6821dadc,window with metal bars,Window With Metal Bars,138,10,False,False
obj__golden_accent__35d1859c,golden accent,Golden Accent,273,20,False,False
obj__red_curtain__b9deb6c7,red curtain,Red Curtain,273,20,False,False
obj__velvet_seat__de2018e9,velvet seat,Velvet Seat,228,20,False,False
obj__poster__49e20b87,poster,Poster,413,30,False,False
obj__single_shelf__e6169432,single shelf,Single Shelf,231,17,False,False
obj__old_prayer_books__a67540e1,old prayer books,Old Prayer Books,189,17,False,False
obj__ink__0a16bc32,ink,Ink,113,9,False,False
obj__simple_wooden_table__24c606eb,simple wooden table,Simple Wooden Table,231,17,False,False
obj__trees__2d5563ed,trees,Trees,469,38,False,False
obj__out_house__e435fac0,out house,Out House,90,8,False,False
obj__oak_door__f35693af,oak door,Oak Door,82,7,False,False
obj__chapel__5ee4b863,chapel,Chapel,266,19,False,False
obj__railing__e1148a3f,railing,Railing,256,17,False,False
obj__gold_hair__19d3d258,gold hair,Gold Hair,181,17,False,True
obj__sea_monster__a86b8a35,sea monster,Sea Monster,224,17,False,False
obj__hull__1947b668,hull,Hull,224,17,False,False
obj__sea_monster_on_the_bow__6a718877,sea monster on the bow,Sea Monster On The Bow,224,17,False,False
obj__eye__f19bd084,eye,Eye,224,17,False,False
obj__chimney__ed109e09,chimney,Chimney,282,18,False,False
obj__shuttered_windows__ed1c0a92,shuttered windows,Shuttered Windows,282,18,False,False
obj__protective_gear__75e76e58,protective gear,Protective Gear,112,10,False,False
obj__spare_bowstring__22f98b70,spare bowstring,Spare Bowstring,70,5,False,False
obj__weights__63f4f1e9,weights,Weights,202,16,False,False
obj__targets__aa6f6d62,targets,Targets,203,16,False,False
obj__target__42aefbae,target,Target,413,34,False,False
obj__bail__3b09b526,bail,Bail,234,16,False,False
